lambda,lambdaL
1032.3076923076924,8.717692390551415e-14
1035.3846153846152,9.449937866879641e-14
1038.4615384615383,1.0625065675259259e-13
1041.5384615384614,1.2003780900059085e-13
1044.6153846153843,1.3042319540765832e-13
1047.6923076923076,1.337359636095448e-13
1050.7692307692307,1.3178636975373353e-13
1053.8461538461538,1.2984804178058396e-13
1056.923076923077,1.2324259699475986e-13
1060.0,1.1536620334687953e-13
1063.076923076923,1.080792041950796e-13
1066.153846153846,1.0337532155930737e-13
1069.2307692307693,1.0772475544287769e-13
1072.3076923076924,1.1204934479325681e-13
1075.3846153846152,1.1308452933376253e-13
1078.4615384615383,1.0977373965606277e-13
1081.5384615384614,1.0443811796941676e-13
1084.6153846153843,1.0184829881673759e-13
1087.6923076923076,1.0500764607977369e-13
1090.7692307692307,1.1243787300606489e-13
1093.8461538461538,1.1982653323881858e-13
1096.923076923077,1.2052941140701262e-13
1100.0,1.1936852125440558e-13
1103.076923076923,1.1745155927726638e-13
1106.153846153846,1.1565635927468706e-13
1109.2307692307693,1.1426606223633843e-13
1112.3076923076924,1.1288341970165974e-13
1115.3846153846152,1.1007589663089655e-13
1118.4615384615383,1.0537900926409905e-13
1121.5384615384614,9.981126003731137e-14
1124.6153846153843,9.727027507455539e-14
1127.6923076923076,1.0107163841814461e-13
1130.7692307692307,1.0958574634340137e-13
1133.8461538461538,1.1805387110312076e-13
1136.923076923077,1.1888160578281462e-13
1140.0,1.1757888567071525e-13
1143.076923076923,1.1561549459946164e-13
1146.153846153846,1.1425507940161075e-13
1149.2307692307693,1.1500665606104418e-13
1152.3076923076924,1.1575424297596798e-13
1155.3846153846152,1.1599451440865512e-13
1158.4615384615383,1.1556413692164675e-13
1161.5384615384614,1.1482081496953646e-13
1164.6153846153843,1.111696508659181e-13
1167.6923076923076,1.0138813278050065e-13
1170.7692307692307,8.705842758607095e-14
1173.8461538461538,7.280342571323721e-14
1176.923076923077,7.778806434196076e-14
1180.0,8.811176605032593e-14
1183.076923076923,9.907026865149545e-14
1186.153846153846,1.062042312687419e-13
1189.2307692307693,9.991507184178525e-14
1192.3076923076924,9.365817472451612e-14
1195.3846153846152,8.764415320720721e-14
1198.4615384615383,8.194177030590499e-14
1201.5384615384614,7.640031551254802e-14
1204.6153846153843,7.169497586985952e-14
1207.6923076923076,6.871951572649681e-14
1210.7692307692307,6.703540494841169e-14
1213.8461538461538,6.535983212103929e-14
1216.923076923077,7.093232732756005e-14
1220.0,7.850365623846154e-14
1223.076923076923,8.688720711899371e-14
1226.153846153846,9.515152759648681e-14
1229.2307692307693,1.0309846364105133e-13
1232.3076923076924,1.1100571461173535e-13
1235.3846153846152,1.1673383144470737e-13
1238.4615384615383,1.1958749014409937e-13
1241.5384615384614,1.2108635908327137e-13
1244.6153846153843,1.2190632471470953e-13
1247.6923076923076,1.2130353541245377e-13
1250.7692307692307,1.1964233781463713e-13
1253.8461538461538,1.1798923797202458e-13
1256.923076923077,1.1613901670673198e-13
1260.0,1.1424029741929186e-13
1263.076923076923,1.1305442863934229e-13
1266.153846153846,1.1353574479319565e-13
1269.2307692307693,1.1991926776121212e-13
1272.3076923076924,1.2627191516469166e-13
1275.3846153846152,1.3097740152714114e-13
1278.4615384615383,1.3350985228555955e-13
1281.5384615384614,1.3501722312809126e-13
1284.6153846153843,1.3439840045556886e-13
1287.6923076923076,1.2930598706726404e-13
1290.7692307692307,1.2088943921168057e-13
1293.8461538461538,1.1251253607455409e-13
1296.923076923077,1.1035649789288257e-13
1300.0,1.0994157636520708e-13
1303.076923076923,1.1093051575962221e-13
1306.153846153846,1.1338929857820965e-13
1309.2307692307693,1.210774989121034e-13
1312.307692307692,1.2872889581805393e-13
1315.3846153846152,1.3308723370748538e-13
1318.4615384615383,1.330916073528588e-13
1321.5384615384614,1.3105451790337601e-13
1324.6153846153843,1.2863852645447155e-13
1327.6923076923076,1.2541345165202783e-13
1330.7692307692307,1.2158959053236994e-13
1333.8461538461538,1.1778337104429065e-13
1336.923076923077,1.206276511629459e-13
1340.0,1.2531646470998854e-13
1343.076923076923,1.3020923558991983e-13
1346.153846153846,1.3374459157154288e-13
1349.2307692307693,1.3251949923432157e-13
1352.307692307692,1.3129993050284418e-13
1355.3846153846152,1.2916895437786608e-13
1358.4615384615383,1.2582786287429222e-13
1361.5384615384614,1.219269250557062e-13
1364.6153846153843,1.1900809526426155e-13
1367.6923076923076,1.181401637832396e-13
1370.7692307692307,1.1880085972255894e-13
1373.8461538461538,1.194585052368421e-13
1376.923076923077,1.1925834022759777e-13
1380.0,1.188196335653289e-13
1383.076923076923,1.1750138384238042e-13
1386.153846153846,1.1441653263562708e-13
1389.2307692307693,1.050459173545958e-13
1392.307692307692,9.571672909580108e-14
1395.3846153846152,8.970929877662624e-14
1398.4615384615383,8.809296847942793e-14
1401.5384615384614,8.854024515356748e-14
1404.6153846153843,9.022828479036144e-14
1407.6923076923076,9.453506146732239e-14
1410.7692307692307,1.0078831383849509e-13
1413.8461538461538,1.0701399510761697e-13
1416.923076923077,1.0885054433213897e-13
1420.0,1.0945745081267607e-13
1423.076923076923,1.0962112860270268e-13
1426.153846153846,1.0999578592858685e-13
1429.2307692307693,1.1112143490839613e-13
1432.307692307692,1.1224223776595061e-13
1435.3846153846152,1.1358468889849947e-13
1438.4615384615383,1.1522282081454544e-13
1441.5384615384614,1.1699583350896477e-13
1444.6153846153843,1.1794599004749735e-13
1447.6923076923076,1.1767226909373009e-13
1450.7692307692307,1.163582823721103e-13
1453.8461538461538,1.1456270058222222e-13
1456.923076923077,1.1209872690021121e-13
1460.0,1.0945577669315067e-13
1463.076923076923,1.0705006612134596e-13
1466.153846153846,1.0535866272256033e-13
1469.2307692307693,1.0617816597298429e-13
1472.307692307692,1.0699419661859979e-13
1475.3846153846152,1.0778114129749741e-13
1478.4615384615383,1.0853055401269513e-13
1481.5384615384614,1.0926074953686398e-13
1484.6153846153843,1.0985533093948189e-13
1487.6923076923076,1.1016725518490177e-13
1490.7692307692307,1.1026822178348812e-13
1493.8461538461538,1.1036875377415035e-13
1496.923076923077,1.0889736771223021e-13
1500.0,1.0699173689948721e-13
1503.076923076923,1.0466181371054247e-13
1506.153846153846,1.0179380950204288e-13
1509.2307692307693,9.699099344954128e-14
1512.307692307692,9.539277551434383e-14
1515.3846153846152,9.623846669817261e-14
1518.4615384615383,9.823373584721377e-14
1521.5384615384614,9.723621335096056e-14
1524.6153846153843,9.542225427961654e-14
1527.6923076923076,9.188162209335345e-14
1530.7692307692307,8.705758344572864e-14
1533.8461538461538,8.225289901534601e-14
1536.923076923077,8.053099202172174e-14
1540.0,7.96740531256743e-14
1543.076923076923,7.919837597956129e-14
1546.153846153846,7.873168391194029e-14
1549.2307692307693,7.829196676226414e-14
1552.307692307692,7.785401062011891e-14
1555.3846153846152,7.835750678367952e-14
1558.4615384615383,8.010939951737412e-14
1561.5384615384614,8.244358577103448e-14
1564.6153846153843,8.475593253933137e-14
1567.6923076923076,8.703208386869481e-14
1570.7692307692307,8.927909178090106e-14
1573.8461538461538,9.15173137384164e-14
1576.923076923077,9.329105617951219e-14
1580.0,9.493003905296979e-14
1583.076923076923,9.639502468318754e-14
1586.153846153846,9.759906533191075e-14
1589.2307692307693,9.789093848102611e-14
1592.307692307692,9.818170968753622e-14
1595.3846153846152,9.822955470723241e-14
1598.4615384615383,9.795538398161692e-14
1601.5384615384614,9.753061229663786e-14
1604.6153846153843,9.71708384016299e-14
1607.6923076923076,9.694639557081341e-14
1610.7692307692307,9.682309245119389e-14
1613.8461538461538,9.670025950552908e-14
1616.923076923077,9.593036898011416e-14
1620.0,9.498197362136752e-14
1623.076923076923,9.423156567317536e-14
1626.153846153846,9.410807912412489e-14
1629.2307692307693,9.620387115845136e-14
1632.307692307692,9.829183857229029e-14
1635.3846153846152,9.988956822097836e-14
1638.4615384615383,1.0083916678798124e-13
1641.5384615384614,1.0148255723233365e-13
1644.6153846153843,1.0159930669560337e-13
1647.6923076923076,1.0060747450242764e-13
1650.7692307692307,9.878992458592732e-14
1653.8461538461538,9.697897826381393e-14
1656.923076923077,9.803335473045496e-14
1660.0,9.988466204902687e-14
1663.076923076923,1.0142592553589269e-13
1666.153846153846,1.0147143688679593e-13
1669.2307692307693,9.622009034184332e-14
1672.307692307692,9.683400594379024e-14
1675.3846153846152,1.0182238882534435e-13
1678.4615384615383,1.0869149634573785e-13
1681.5384615384614,1.0949617329560841e-13
1684.6153846153843,1.0968522896538813e-13
1687.6923076923076,1.0857839041066545e-13
1690.7692307692307,1.0650609633885352e-13
1693.8461538461538,1.0444133103751137e-13
1696.923076923077,1.0329544120344513e-13
1700.0,1.0240900350497737e-13
1703.076923076923,1.0155348611526648e-13
1706.153846153846,1.0050985612245266e-13
1709.2307692307693,9.879045138847885e-14
1712.307692307692,9.707715300952383e-14
1715.3846153846152,9.586016269955158e-14
1718.4615384615383,9.53000464989257e-14
1721.5384615384614,9.504946300071491e-14
1724.6153846153843,9.531902898358607e-14
1727.6923076923076,9.668502200186998e-14
1730.7692307692307,9.886781348711112e-14
1733.8461538461538,1.0104285784188109e-13
1736.923076923077,1.0129135422001769e-13
1740.0,1.0100125446534041e-13
1743.076923076923,1.0067685634095322e-13
1746.153846153846,1.0080868056863437e-13
1749.2307692307693,1.0255804976930519e-13
1752.307692307692,1.0430142586979807e-13
1755.3846153846152,1.0469416867546013e-13
1758.4615384615383,1.0329620973639546e-13
1761.5384615384614,1.0105956275519653e-13
1764.6153846153843,9.93038754401918e-14
1767.6923076923076,9.855441419208006e-14
1770.7692307692307,9.855627869808862e-14
1773.8461538461538,9.855813686574153e-14
1776.923076923077,9.922460068242424e-14
1780.0,1.0007501301771825e-13
1783.076923076923,1.0109801408369283e-13
1786.153846153846,1.0233245132980189e-13
1789.2307692307693,1.0432667814926913e-13
1792.307692307692,1.0631405783802574e-13
1795.3846153846152,1.0767055349357328e-13
1798.4615384615383,1.081916324254919e-13
1801.5384615384612,1.0831923503168232e-13
1804.6153846153843,1.0783584447033249e-13
1807.692307692308,1.0606330166365956e-13
1810.7692307692307,1.0333034119481732e-13
1813.8461538461536,1.0060665285648855e-13
1816.923076923077,1.0032091186248942e-13
1820.0,1.007168502852071e-13
1823.076923076923,1.0126891083535865e-13
1826.153846153846,1.0149998175947769e-13
1829.2307692307688,1.0059581522767033e-13
1832.307692307692,9.969464734937027e-14
1835.3846153846152,9.817657716303437e-14
1838.4615384615383,9.583829568175733e-14
1841.5384615384612,9.311893443441935e-14
1844.6153846153843,9.110403701059215e-14
1847.692307692308,9.056653532006659e-14
1850.7692307692307,9.113162026849543e-14
1853.8461538461536,9.169482182796679e-14
1856.923076923077,9.267546412162386e-14
1860.0,9.377032427551697e-14
1863.076923076923,9.498690425086704e-14
1866.153846153846,9.636852860280296e-14
1869.2307692307688,9.834623210666666e-14
1872.307692307692,1.0031742783903039e-13
1875.3846153846152,1.007653717082855e-13
1878.4615384615383,9.919248456445536e-14
1881.5384615384612,9.667278558740801e-14
1884.6153846153843,9.451571169461224e-14
1887.692307692308,9.311495542290137e-14
1890.7692307692307,9.227965725142392e-14
1893.8461538461536,9.144707316831843e-14
1896.923076923077,9.247416186480127e-14
1900.0,9.401830162615383e-14
1903.076923076923,9.552765519240096e-14
1906.153846153846,9.644564753857951e-14
1909.2307692307688,9.527518898122481e-14
1912.307692307692,9.410836637924376e-14
1915.3846153846152,9.302689443244981e-14
1918.4615384615383,9.205732644081795e-14
1921.5384615384612,9.114202553698958e-14
1924.6153846153843,9.057710867058355e-14
1927.692307692308,9.074864015586592e-14
1930.7692307692307,9.146958664709162e-14
1933.8461538461536,9.218830371089896e-14
1936.923076923077,9.387652389999999e-14
1940.0,9.583192387129262e-14
1943.076923076923,9.752629966302451e-14
1946.153846153846,9.836266343762847e-14
1949.2307692307688,9.616432171712707e-14
1952.307692307692,9.397291645122144e-14
1955.3846153846152,9.342622606907949e-14
1958.4615384615383,9.506205050007855e-14
1961.5384615384612,9.772066648745098e-14
1964.6153846153843,1.0037095489921691e-13
1967.692307692308,1.0224228034229867e-13
1970.7692307692307,1.0336180014527713e-13
1973.8461538461536,1.0412866649610289e-13
1976.923076923077,1.0366481483657588e-13
1980.0,1.0229871282090133e-13
1983.076923076923,1.0069387798238945e-13
1986.153846153846,9.950940862478695e-14
1989.2307692307688,9.889157505390563e-14
1992.307692307692,9.827558711119689e-14
1995.3846153846152,9.815833672906707e-14
1998.4615384615383,9.870279442463432e-14
2001.5384615384612,9.955745000023057e-14
2004.6153846153843,1.0007393842125865e-13
2007.692307692308,9.987937231984672e-14
2010.7692307692307,9.915419369540932e-14
2013.8461538461536,9.843123104843392e-14
2016.923076923077,9.876245071250952e-14
2020.0,9.938749407974104e-14
2023.076923076923,9.998052474114067e-14
2026.153846153846,1.0020906783872439e-13
2029.2307692307688,9.914726860553449e-14
2032.307692307692,9.808863004224072e-14
2035.3846153846152,9.787403817838245e-14
2038.4615384615383,9.877943465947171e-14
2041.5384615384612,1.0020985899555387e-13
2044.6153846153843,1.0082457466772008e-13
2047.692307692308,9.972145477009767e-14
2050.7692307692305,9.733714138912227e-14
2053.846153846154,9.495972880973779e-14
2056.9230769230767,9.461378894315632e-14
2060.0,9.483630460515308e-14
2063.076923076923,9.558805314839672e-14
2066.153846153846,9.698159524884589e-14
2069.2307692307686,1.0066027091286245e-13
2072.3076923076924,1.0432849815070526e-13
2075.3846153846152,1.0554060548243143e-13
2078.4615384615386,1.0437435964515173e-13
2081.538461538461,1.0665471372535109e-13
2084.6153846153848,1.0803775666937269e-13
2087.692307692308,1.075335314669123e-13
2090.7692307692305,1.0562061147064019e-13
2093.846153846154,1.0371319418442323e-13
2096.9230769230767,1.0316190761438005e-13
2100.0,1.0299060939399269e-13
2103.076923076923,1.0306621171580103e-13
2106.153846153846,1.0332658912045289e-13
2109.2307692307686,1.0424406623756383e-13
2112.3076923076924,1.0515892295659141e-13
2115.3846153846152,1.0572389471105455e-13
2118.4615384615386,1.0582500489281048e-13
2121.538461538461,1.0570787284155184e-13
2124.6153846153848,1.0518291169246923e-13
2127.692307692308,1.0379624831265365e-13
2130.7692307692305,1.0176725925061373e-13
2133.846153846154,9.974412801146358e-14
2136.9230769230767,1.0016306679258461e-13
2140.0,1.012636087239396e-13
2143.076923076923,1.0263127467602298e-13
2146.153846153846,1.0393079948129033e-13
2149.2307692307686,1.0499855312211884e-13
2152.3076923076924,1.0606331203895639e-13
2155.3846153846152,1.0631923992455389e-13
2158.4615384615386,1.0550148952972202e-13
2161.538461538461,1.0418024415644129e-13
2164.6153846153848,1.0314382153738451e-13
2167.692307692308,1.0270465800738113e-13
2170.7692307692305,1.027117861742027e-13
2173.846153846154,1.0271890052738853e-13
2176.9230769230767,1.0297446032254417e-13
2180.0,1.0329897702956952e-13
2183.076923076923,1.0375618274975337e-13
2186.153846153846,1.0444773425137225e-13
2189.2307692307686,1.0597476297048489e-13
2192.3076923076924,1.074976197431579e-13
2195.3846153846152,1.0822211388437281e-13
2198.4615384615386,1.0788709376906929e-13
2201.538461538461,1.0705442344374564e-13
2204.6153846153848,1.0592380875645497e-13
2207.692307692308,1.0416126265923345e-13
2210.7692307692305,1.019278917803062e-13
2213.846153846154,9.970072912473939e-14
2216.9230769230767,9.89563902332408e-14
2220.0,9.862812245356895e-14
2223.076923076923,9.873440799439443e-14
2226.153846153846,9.94171452073255e-14
2229.2307692307686,1.021504054379572e-13
2232.3076923076924,1.0487634799035149e-13
2235.3846153846152,1.0627504351823813e-13
2238.4615384615386,1.0591285978694158e-13
2241.538461538461,1.0472309067398764e-13
2244.6153846153848,1.0330632203632625e-13
2247.692307692308,1.0140699017843943e-13
2250.7692307692305,9.914829275714284e-14
2253.846153846154,9.689565785590442e-14
2256.9230769230767,9.654945159788685e-14
2260.0,9.673690294472432e-14
2263.076923076923,9.721462661930658e-14
2266.153846153846,9.7823427637203e-14
2269.2307692307686,9.890178969125424e-14
2272.3076923076924,9.997728623933648e-14
2275.3846153846152,1.0127829775551049e-13
2278.4615384615386,1.028800441188386e-13
2281.538461538461,1.0462088254753877e-13
2284.6153846153848,1.0540953161414143e-13
2287.692307692308,1.0419235087020848e-13
2290.7692307692305,1.0147730568233713e-13
2293.846153846154,9.8769766905835e-14
2296.9230769230767,9.915569205981244e-14
2300.0,1.0040567909565217e-13
2303.076923076923,1.0174038133800937e-13
2306.153846153846,1.0240930300000001e-13
2309.2307692307686,1.0072101772018652e-13
2312.3076923076924,9.903733425815036e-14
2315.3846153846152,9.596475540166112e-14
2318.4615384615386,9.104460554034504e-14
2321.538461538461,8.526296533180916e-14
2324.6153846153848,8.13098168237591e-14
2327.692307692308,8.120169729980172e-14
2330.7692307692305,8.396577201029702e-14
2333.846153846154,8.672255252643374e-14
2336.9230769230767,8.624096437722187e-14
2340.0,8.485506036719262e-14
2343.076923076923,8.358335004871963e-14
2346.153846153846,8.34705024657705e-14
2349.2307692307686,8.746906901493123e-14
2352.3076923076924,9.145738730850228e-14
2355.3846153846152,9.281451490607443e-14
2358.4615384615386,9.067876841161119e-14
2361.538461538461,8.690305617530944e-14
2364.6153846153848,8.42773420024073e-14
2367.692307692308,8.407016300870695e-14
2370.7692307692305,8.56693293505516e-14
2373.846153846154,8.726444947226184e-14
2376.9230769230767,8.533135224847898e-14
2380.0,8.24153890815126e-14
2383.076923076923,7.953997351536475e-14
2386.153846153846,7.773278583488071e-14
2389.2307692307686,7.970337195267225e-14
2392.3076923076924,8.166898755813505e-14
2395.3846153846152,8.274395903885679e-14
2398.4615384615386,8.263685421199484e-14
2401.538461538461,8.197389848603459e-14
2404.6153846153848,8.167299102367242e-14
2407.692307692308,8.213524194664536e-14
2410.7692307692305,8.316729291084876e-14
2413.846153846154,8.419671286551943e-14
2416.9230769230767,8.711447869942712e-14
2420.0,9.055472960807375e-14
2423.076923076923,9.382683000374605e-14
2426.153846153846,9.619763490868737e-14
2429.2307692307686,9.538599705889801e-14
2432.3076923076924,9.457641809316888e-14
2435.3846153846152,9.476874110486419e-14
2438.4615384615386,9.629216429148264e-14
2441.538461538461,9.843961619848769e-14
2444.6153846153848,1.0014851545940845e-13
2447.692307692308,1.0093732069578881e-13
2450.7692307692305,1.010381603207784e-13
2453.846153846154,1.011387818294671e-13
2456.9230769230767,1.0062091377645587e-13
2460.0,9.993108155222013e-14
2463.076923076923,9.909433120487197e-14
2466.153846153846,9.809314609606983e-14
2469.2307692307686,9.65020083906542e-14
2472.3076923076924,9.491483213503424e-14
2475.3846153846152,9.334930827159726e-14
2478.4615384615386,9.18114938700807e-14
2481.538461538461,9.028865745623059e-14
2484.6153846153848,8.861321152439628e-14
2487.692307692308,8.6610403030303e-14
2490.7692307692305,8.436443561278566e-14
2493.846153846154,8.2123815530475e-14
2496.9230769230767,8.585172382365988e-14
2500.0,9.124191083427692e-14
2503.076923076923,9.615996644683464e-14
2506.153846153846,9.835129296623696e-14
2509.2307692307686,9.087898701839364e-14
2512.3076923076924,8.465338233551744e-14
2515.3846153846152,8.106283361859327e-14
2518.4615384615386,8.024817044758706e-14
2521.538461538461,7.983161157254424e-14
2524.6153846153848,7.990123189445461e-14
2527.692307692308,8.099685368904443e-14
2530.7692307692305,8.285834072984801e-14
2533.846153846154,8.47154055140862e-14
2536.9230769230767,8.526457300278956e-14
2540.0,8.54470853424591e-14
2543.076923076923,8.58410613996975e-14
2546.153846153846,8.708220867063443e-14
