lambda,All,sigma_all,Low_luminosity,sigma_low,Mid_luminosity,sigma_mid,High_luminosity,sigma_high,CIVZ1,sigma_CIVZ1,CIVZ2,sigma_CIVZ2," UVBump",sigma_ UVBump,ScottUV,sigma_ScottUV,CaseUV,sigma_CaseUV
3.3568317429531787,45.626,0.55,45.178,0.2,45.662,0.13,46.087,0.2,45.91,0.28,46.252,0.32,45.625,0.55,45.617,0.55,45.617,0.55
3.376831247042534,45.624,0.55,45.175,0.2,45.659,0.13,46.083,0.2,45.914,0.28,46.247,0.32,45.623,0.55,45.614,0.55,45.614,0.55
3.396831704806206,45.622,0.55,45.174,0.2,45.657,0.13,46.081,0.2,45.918,0.28,46.242,0.32,45.621,0.55,45.609,0.55,45.609,0.55
3.4168312088955615,45.617,0.55,45.17,0.21,45.653,0.13,46.076,0.2,45.917,0.28,46.234,0.31,45.616,0.55,45.602,0.55,45.602,0.55
3.4368316666592333,45.609,0.55,45.162,0.21,45.644,0.13,46.066,0.2,45.906,0.28,46.222,0.32,45.608,0.55,45.592,0.55,45.592,0.55
3.456831170748589,45.596,0.55,45.15,0.21,45.631,0.13,46.052,0.2,45.889,0.28,46.205,0.32,45.594,0.54,45.581,0.55,45.581,0.55
3.4768316285122607,45.579,0.55,45.133,0.21,45.611,0.13,46.033,0.2,45.868,0.28,46.185,0.32,45.576,0.54,45.567,0.55,45.567,0.55
3.4968320862759326,45.558,0.55,45.114,0.21,45.588,0.13,46.01,0.2,45.845,0.28,46.164,0.32,45.554,0.54,45.551,0.55,45.551,0.55
3.516831590365288,45.536,0.54,45.094,0.21,45.563,0.13,45.985,0.2,45.822,0.29,46.142,0.32,45.531,0.54,45.532,0.55,45.532,0.55
3.53683204812896,45.513,0.54,45.074,0.21,45.536,0.13,45.958,0.2,45.798,0.29,46.121,0.32,45.506,0.54,45.51,0.55,45.51,0.55
3.5568315522183154,45.49,0.54,45.054,0.21,45.509,0.13,45.932,0.2,45.776,0.29,46.1,0.32,45.481,0.54,45.486,0.55,45.486,0.55
3.5768320099819872,45.469,0.55,45.035,0.21,45.483,0.14,45.906,0.2,45.756,0.29,46.081,0.33,45.458,0.54,45.463,0.55,45.463,0.55
3.5968315140713427,45.45,0.55,45.017,0.21,45.459,0.14,45.884,0.21,45.738,0.29,46.064,0.33,45.437,0.54,45.44,0.55,45.44,0.55
3.6168319718350146,45.434,0.55,45.002,0.21,45.44,0.14,45.865,0.21,45.722,0.3,46.047,0.33,45.42,0.54,45.418,0.55,45.418,0.55
3.63683147592437,45.421,0.54,44.988,0.21,45.423,0.14,45.848,0.21,45.706,0.3,46.031,0.33,45.405,0.54,45.399,0.55,45.399,0.55
3.656831933688042,45.408,0.54,44.977,0.21,45.408,0.14,45.832,0.21,45.692,0.3,46.014,0.33,45.391,0.53,45.381,0.55,45.381,0.55
3.6768314377773974,45.394,0.54,44.966,0.21,45.394,0.14,45.815,0.21,45.678,0.3,45.998,0.33,45.377,0.53,45.365,0.54,45.365,0.54
3.6968318955410693,45.381,0.54,44.956,0.21,45.38,0.14,45.799,0.21,45.665,0.3,45.982,0.33,45.363,0.54,45.352,0.54,45.352,0.54
3.7168313996304247,45.369,0.55,44.946,0.21,45.367,0.14,45.784,0.21,45.653,0.3,45.966,0.33,45.35,0.54,45.34,0.54,45.34,0.54
3.7368318573940966,45.359,0.55,44.938,0.21,45.356,0.15,45.77,0.21,45.641,0.3,45.95,0.33,45.339,0.54,45.331,0.54,45.331,0.54
3.756831361483452,45.352,0.54,44.932,0.21,45.346,0.15,45.758,0.22,45.63,0.3,45.934,0.33,45.33,0.53,45.323,0.54,45.323,0.54
3.776831819247124,45.347,0.54,44.926,0.21,45.337,0.15,45.746,0.22,45.619,0.31,45.919,0.33,45.323,0.53,45.315,0.54,45.315,0.54
3.7968313233364794,45.341,0.53,44.92,0.21,45.328,0.15,45.734,0.22,45.607,0.31,45.902,0.33,45.316,0.53,45.307,0.54,45.307,0.54
3.8168317811001513,45.333,0.53,44.914,0.21,45.317,0.15,45.72,0.22,45.595,0.31,45.885,0.33,45.306,0.53,45.3,0.54,45.3,0.54
3.836831285189507,45.322,0.53,44.907,0.21,45.306,0.15,45.705,0.22,45.581,0.31,45.866,0.33,45.294,0.53,45.293,0.53,45.293,0.53
3.8568317429531787,45.309,0.53,44.899,0.21,45.294,0.15,45.688,0.21,45.567,0.31,45.846,0.33,45.281,0.52,45.287,0.53,45.287,0.53
3.876831247042534,45.296,0.53,44.892,0.21,45.282,0.15,45.671,0.21,45.552,0.3,45.825,0.33,45.268,0.52,45.28,0.53,45.28,0.53
3.896831704806206,45.284,0.52,44.885,0.21,45.271,0.15,45.654,0.21,45.536,0.3,45.806,0.32,45.256,0.52,45.272,0.52,45.272,0.52
3.9168312088955615,45.273,0.52,44.878,0.21,45.26,0.15,45.638,0.21,45.521,0.3,45.788,0.32,45.245,0.52,45.265,0.52,45.265,0.52
3.9368316666592333,45.264,0.52,44.873,0.21,45.251,0.15,45.623,0.21,45.506,0.29,45.77,0.32,45.234,0.51,45.258,0.51,45.258,0.51
3.956831170748589,45.255,0.51,44.868,0.21,45.244,0.15,45.609,0.21,45.491,0.29,45.753,0.31,45.225,0.51,45.251,0.51,45.251,0.51
3.9768316285122607,45.248,0.51,44.865,0.21,45.237,0.15,45.599,0.2,45.476,0.29,45.737,0.31,45.216,0.5,45.245,0.51,45.245,0.51
3.9968320862759326,45.241,0.5,44.864,0.21,45.232,0.15,45.59,0.2,45.462,0.28,45.722,0.31,45.209,0.5,45.239,0.5,45.239,0.5
4.016831590365288,45.236,0.5,44.862,0.21,45.228,0.15,45.583,0.2,45.449,0.28,45.711,0.31,45.204,0.5,45.235,0.5,45.235,0.5
4.03683204812896,45.232,0.49,44.861,0.21,45.224,0.15,45.578,0.2,45.438,0.28,45.705,0.31,45.199,0.49,45.231,0.49,45.231,0.49
4.056831552218315,45.229,0.49,44.861,0.22,45.222,0.15,45.574,0.2,45.431,0.29,45.705,0.32,45.197,0.49,45.228,0.49,45.228,0.49
4.076832009981987,45.228,0.49,44.861,0.22,45.22,0.15,45.572,0.21,45.429,0.29,45.711,0.32,45.196,0.49,45.228,0.49,45.228,0.49
4.096831514071343,45.229,0.49,44.862,0.22,45.22,0.15,45.572,0.21,45.434,0.29,45.725,0.32,45.198,0.49,45.229,0.49,45.229,0.49
4.116831971835015,45.232,0.49,44.864,0.22,45.222,0.15,45.576,0.21,45.442,0.29,45.743,0.32,45.202,0.49,45.232,0.49,45.232,0.49
4.13683147592437,45.237,0.49,44.868,0.22,45.227,0.15,45.584,0.21,45.451,0.29,45.762,0.32,45.21,0.49,45.237,0.49,45.237,0.49
4.156831933688042,45.245,0.49,44.873,0.22,45.236,0.16,45.598,0.21,45.462,0.29,45.783,0.32,45.22,0.49,45.245,0.49,45.245,0.49
4.176831437777397,45.254,0.5,44.88,0.22,45.249,0.16,45.616,0.21,45.474,0.29,45.805,0.32,45.234,0.49,45.254,0.5,45.254,0.5
4.196831895541069,45.266,0.5,44.888,0.23,45.265,0.16,45.636,0.22,45.485,0.29,45.826,0.32,45.25,0.5,45.266,0.5,45.266,0.5
4.216831399630425,45.279,0.5,44.897,0.23,45.284,0.16,45.659,0.22,45.498,0.29,45.845,0.32,45.268,0.5,45.279,0.5,45.279,0.5
4.236831857394097,45.293,0.51,44.908,0.23,45.305,0.16,45.682,0.22,45.51,0.29,45.862,0.32,45.287,0.51,45.293,0.51,45.293,0.51
4.256831361483452,45.308,0.51,44.919,0.23,45.327,0.17,45.705,0.22,45.52,0.29,45.875,0.32,45.305,0.51,45.308,0.51,45.308,0.51
4.276831819247124,45.322,0.51,44.931,0.23,45.347,0.17,45.726,0.22,45.529,0.29,45.887,0.32,45.322,0.51,45.322,0.51,45.322,0.51
4.296831323336479,45.336,0.51,44.943,0.23,45.365,0.17,45.742,0.22,45.536,0.29,45.897,0.31,45.336,0.51,45.336,0.51,45.336,0.51
4.316831781100151,45.348,0.52,44.954,0.23,45.378,0.17,45.756,0.22,45.541,0.29,45.905,0.31,45.348,0.52,45.348,0.51,45.348,0.51
4.336831285189507,45.36,0.52,44.963,0.23,45.389,0.17,45.767,0.22,45.545,0.29,45.912,0.32,45.357,0.52,45.359,0.52,45.359,0.52
4.356831742953179,45.369,0.52,44.97,0.23,45.396,0.17,45.775,0.22,45.549,0.29,45.919,0.32,45.364,0.52,45.368,0.52,45.368,0.52
4.376831247042534,45.377,0.52,44.976,0.23,45.402,0.17,45.78,0.22,45.553,0.29,45.925,0.32,45.368,0.52,45.376,0.52,45.376,0.52
4.396831704806206,45.383,0.52,44.98,0.23,45.405,0.17,45.783,0.22,45.557,0.29,45.931,0.32,45.372,0.52,45.383,0.52,45.383,0.52
4.4168312088955615,45.388,0.52,44.984,0.23,45.407,0.17,45.784,0.22,45.56,0.29,45.936,0.32,45.373,0.52,45.388,0.52,45.388,0.52
4.436831666659233,45.392,0.52,44.987,0.23,45.409,0.17,45.785,0.22,45.562,0.29,45.94,0.32,45.374,0.52,45.391,0.52,45.391,0.52
4.456831170748589,45.394,0.52,44.989,0.23,45.409,0.17,45.784,0.22,45.565,0.29,45.943,0.32,45.374,0.52,45.393,0.52,45.393,0.52
4.476831628512261,45.395,0.52,44.991,0.23,45.408,0.17,45.782,0.22,45.567,0.29,45.946,0.32,45.373,0.52,45.394,0.52,45.394,0.52
4.496832086275933,45.395,0.52,44.992,0.23,45.407,0.17,45.78,0.22,45.569,0.29,45.949,0.32,45.371,0.52,45.394,0.52,45.394,0.52
4.516831590365288,45.393,0.52,44.993,0.23,45.404,0.17,45.776,0.22,45.571,0.29,45.952,0.32,45.369,0.52,45.393,0.52,45.393,0.52
4.53683204812896,45.391,0.52,44.993,0.23,45.401,0.17,45.772,0.22,45.573,0.29,45.955,0.32,45.366,0.52,45.391,0.52,45.391,0.52
4.556831552218315,45.389,0.53,44.993,0.23,45.398,0.17,45.768,0.23,45.575,0.29,45.957,0.33,45.363,0.52,45.389,0.52,45.389,0.52
4.576832009981987,45.386,0.53,44.993,0.23,45.395,0.17,45.764,0.23,45.577,0.29,45.96,0.33,45.36,0.52,45.386,0.53,45.386,0.53
4.596831514071343,45.383,0.53,44.993,0.23,45.391,0.17,45.76,0.23,45.579,0.29,45.962,0.33,45.357,0.52,45.383,0.53,45.383,0.53
4.616831971835015,45.38,0.53,44.993,0.23,45.388,0.17,45.756,0.23,45.581,0.3,45.965,0.33,45.354,0.52,45.38,0.53,45.38,0.53
4.63683147592437,45.378,0.53,44.992,0.23,45.385,0.17,45.753,0.23,45.584,0.3,45.969,0.33,45.351,0.52,45.377,0.53,45.377,0.53
4.656831933688042,45.375,0.53,44.992,0.23,45.383,0.18,45.751,0.24,45.587,0.3,45.973,0.33,45.349,0.53,45.375,0.53,45.375,0.53
4.676831437777397,45.373,0.53,44.992,0.23,45.382,0.18,45.75,0.24,45.59,0.3,45.977,0.33,45.347,0.53,45.373,0.53,45.373,0.53
4.696831895541069,45.372,0.54,44.992,0.23,45.382,0.18,45.75,0.24,45.594,0.3,45.981,0.33,45.346,0.53,45.372,0.53,45.372,0.53
4.716831399630425,45.371,0.54,44.993,0.23,45.384,0.18,45.752,0.24,45.597,0.3,45.985,0.33,45.345,0.53,45.372,0.54,45.372,0.54
4.736831857394097,45.371,0.54,44.994,0.23,45.386,0.18,45.755,0.24,45.6,0.3,45.989,0.33,45.345,0.53,45.372,0.54,45.372,0.54
4.756831361483452,45.372,0.54,44.995,0.23,45.39,0.19,45.758,0.24,45.604,0.3,45.993,0.33,45.345,0.53,45.372,0.54,45.372,0.54
4.776831819247124,45.373,0.54,44.996,0.23,45.393,0.19,45.761,0.24,45.607,0.3,45.997,0.33,45.345,0.54,45.373,0.54,45.373,0.54
4.796831323336479,45.374,0.54,44.998,0.23,45.397,0.19,45.765,0.24,45.61,0.3,46.001,0.33,45.346,0.54,45.375,0.55,45.375,0.55
4.816831781100151,45.376,0.55,45.0,0.23,45.401,0.19,45.769,0.24,45.614,0.3,46.006,0.33,45.347,0.54,45.377,0.55,45.377,0.55
4.836831285189507,45.377,0.55,45.001,0.23,45.406,0.19,45.774,0.24,45.617,0.31,46.01,0.33,45.349,0.54,45.38,0.55,45.38,0.55
4.856831742953179,45.379,0.55,45.003,0.23,45.41,0.2,45.778,0.24,45.621,0.31,46.014,0.33,45.351,0.55,45.382,0.55,45.382,0.55
4.876831247042534,45.382,0.55,45.005,0.24,45.415,0.2,45.782,0.24,45.624,0.31,46.019,0.33,45.353,0.55,45.386,0.55,45.386,0.55
4.896831704806206,45.381,0.55,45.007,0.24,45.42,0.2,45.787,0.24,45.628,0.31,46.023,0.33,45.357,0.55,45.389,0.55,45.389,0.55
4.9168312088955615,45.383,0.55,45.01,0.24,45.425,0.2,45.791,0.25,45.631,0.31,46.027,0.33,45.36,0.55,45.394,0.56,45.394,0.56
4.936831666659233,45.385,0.55,45.012,0.24,45.43,0.2,45.796,0.25,45.633,0.31,46.03,0.33,45.364,0.56,45.398,0.56,45.398,0.56
4.956831170748589,45.387,0.55,45.015,0.24,45.436,0.2,45.801,0.25,45.635,0.31,46.032,0.33,45.369,0.56,45.403,0.56,45.403,0.56
4.976831628512261,45.383,0.54,45.018,0.24,45.441,0.2,45.805,0.25,45.63,0.31,46.026,0.33,45.373,0.56,45.408,0.56,45.408,0.56
4.996832086275933,45.384,0.54,45.021,0.24,45.447,0.2,45.809,0.25,45.631,0.31,46.027,0.33,45.378,0.56,45.413,0.56,45.413,0.56
5.016831590365288,45.379,0.54,45.021,0.24,45.449,0.2,45.811,0.25,45.623,0.31,46.019,0.33,45.381,0.56,45.416,0.56,45.416,0.56
5.03683204812896,45.38,0.54,45.024,0.24,45.452,0.2,45.813,0.25,45.623,0.31,46.02,0.33,45.384,0.56,45.419,0.56,45.419,0.56
5.056831552218315,45.374,0.53,45.02,0.24,45.448,0.2,45.809,0.25,45.614,0.31,46.01,0.33,45.382,0.56,45.417,0.56,45.417,0.56
5.076832009981987,45.374,0.53,45.021,0.24,45.449,0.2,45.809,0.25,45.614,0.31,46.01,0.33,45.384,0.56,45.419,0.56,45.419,0.56
5.096831514071343,45.367,0.53,45.013,0.24,45.441,0.2,45.801,0.25,45.604,0.31,46.001,0.33,45.378,0.56,45.413,0.55,45.413,0.55
5.116831971835015,45.367,0.53,45.013,0.24,45.441,0.2,45.801,0.25,45.604,0.31,46.001,0.33,45.378,0.55,45.414,0.55,45.414,0.55
5.13683147592437,45.359,0.52,45.004,0.24,45.432,0.2,45.792,0.25,45.594,0.31,45.991,0.33,45.37,0.55,45.406,0.55,45.406,0.55
5.156831933688042,45.359,0.52,45.004,0.24,45.432,0.2,45.792,0.25,45.594,0.31,45.991,0.33,45.371,0.55,45.406,0.55,45.406,0.55
5.176831437777397,45.35,0.52,44.994,0.24,45.422,0.2,45.782,0.25,45.584,0.31,45.981,0.33,45.362,0.55,45.397,0.55,45.397,0.55
5.196831895541069,45.341,0.52,44.984,0.24,45.412,0.2,45.772,0.25,45.574,0.31,45.971,0.33,45.352,0.55,45.388,0.55,45.388,0.55
5.216831399630425,45.341,0.52,44.984,0.24,45.412,0.2,45.772,0.25,45.574,0.31,45.971,0.33,45.352,0.55,45.388,0.55,45.388,0.55
5.236831857394097,45.331,0.52,44.974,0.24,45.402,0.2,45.762,0.25,45.564,0.31,45.961,0.33,45.342,0.55,45.378,0.55,45.378,0.55
5.256831361483452,45.321,0.52,44.964,0.24,45.392,0.2,45.752,0.25,45.554,0.31,45.951,0.33,45.333,0.55,45.368,0.55,45.368,0.55
5.276831819247124,45.311,0.52,44.954,0.24,45.382,0.2,45.742,0.25,45.544,0.31,45.941,0.33,45.323,0.55,45.358,0.55,45.358,0.55
5.296831323336479,45.301,0.52,44.944,0.24,45.372,0.2,45.732,0.25,45.534,0.31,45.931,0.33,45.313,0.55,45.348,0.55,45.348,0.55
5.316831781100151,45.301,0.52,44.944,0.24,45.372,0.2,45.732,0.25,45.534,0.31,45.931,0.33,45.313,0.55,45.348,0.55,45.348,0.55
5.336831285189507,45.291,0.52,44.934,0.24,45.362,0.2,45.722,0.25,45.524,0.31,45.921,0.33,45.303,0.55,45.338,0.55,45.338,0.55
5.356831742953179,45.281,0.52,44.924,0.24,45.352,0.2,45.712,0.25,45.514,0.31,45.911,0.33,45.293,0.55,45.328,0.55,45.328,0.55
5.376831247042534,45.271,0.52,44.914,0.24,45.342,0.2,45.702,0.25,45.504,0.31,45.901,0.33,45.283,0.55,45.318,0.55,45.318,0.55
5.396831704806206,45.251,0.52,44.894,0.24,45.322,0.2,45.682,0.25,45.484,0.31,45.881,0.33,45.263,0.55,45.298,0.55,45.298,0.55
5.4168312088955615,45.241,0.52,44.884,0.24,45.312,0.2,45.672,0.25,45.474,0.31,45.871,0.33,45.253,0.55,45.288,0.55,45.288,0.55
5.436831666659233,45.231,0.52,44.874,0.24,45.302,0.2,45.662,0.25,45.464,0.31,45.861,0.33,45.243,0.55,45.278,0.55,45.278,0.55
5.456831170748589,45.221,0.52,44.864,0.24,45.292,0.2,45.652,0.25,45.454,0.31,45.851,0.33,45.233,0.55,45.268,0.55,45.268,0.55
5.476831628512261,45.201,0.52,44.844,0.24,45.272,0.2,45.632,0.25,45.434,0.31,45.831,0.33,45.213,0.55,45.248,0.55,45.248,0.55
