lambda all sigma blue red opt_lum opt_dim ir_lum ir_dim
5981.796420276705 2.089296130854041e+45 2.501606705392419e+45 1.9054607179632523e+45 2.2387211385683465e+45 5.248074602497712e+45 8.317637711026742e+44 5.248074602497712e+45 9.332543007969885e+44
6263.709800300415 2.04173794466954e+45 2.397650431150156e+45 1.8620871366628807e+45 2.2387211385683465e+45 5.128613839913658e+45 8.12830516164093e+44 5.128613839913658e+45 9.120108393559115e+44
6558.909348600763 1.9952623149688667e+45 2.3430732441606526e+45 1.819700858609975e+45 2.18776162394957e+45 5.011872336272756e+45 7.943282347242789e+44 5.011872336272756e+45 8.912509381337512e+44
6868.021222997775 1.949844599758041e+45 2.2897383856194823e+45 1.7782794100389225e+45 2.137962089502224e+45 4.7863009232263804e+45 7.762471166286926e+44 4.897788193684436e+45 8.70963589956076e+44
7191.701091220431 1.8620871366628807e+45 2.186683182195317e+45 1.6982436524617323e+45 2.04173794466954e+45 4.6773514128719994e+45 7.585775750291882e+44 4.6773514128719994e+45 8.511380382023759e+44
7530.63552166572 1.819700858609975e+45 2.095008035371897e+45 1.6595869074375564e+45 1.9952623149688667e+45 4.4668359215096165e+45 7.585775750291882e+44 4.570881896148714e+45 8.317637711026742e+44
7885.543439702354 1.7782794100389225e+45 2.047319830366935e+45 1.584893192461124e+45 1.949844599758041e+45 4.365158322401665e+45 7.413102413009131e+44 4.4668359215096165e+45 7.943282347242789e+44
8257.177652607814 1.6982436524617323e+45 1.9160717540307715e+45 1.5488166189124732e+45 1.9054607179632523e+45 4.1686938347033295e+45 7.24435960074989e+44 4.265795188015952e+45 7.762471166286926e+44
8646.326446373581 1.6595869074375564e+45 1.872456636060965e+45 1.513561248436207e+45 1.8620871366628807e+45 3.9810717055349855e+45 7.079457843841402e+44 4.1686938347033295e+45 7.585775750291882e+44
9053.815257765244 1.621810097358933e+45 1.8298343193844915e+45 1.4454397707459162e+45 1.7782794100389225e+45 3.8904514499428366e+45 6.918309709189418e+44 4.073802778041122e+45 7.413102413009131e+44
9480.508425184802 1.584893192461124e+45 1.751688690695389e+45 1.4125375446227495e+45 1.7378008287493836e+45 3.801893963205597e+45 6.76082975391979e+44 3.9810717055349855e+45 7.24435960074989e+44
9927.31102204806 1.5488166189124732e+45 1.7474782086597576e+45 1.3803842646028867e+45 1.6982436524617323e+45 3.6307805477010325e+45 6.606934480075963e+44 3.8904514499428366e+45 6.918309709189418e+44
10395.170776566878 1.4791083881682134e+45 1.6688287335041035e+45 1.3489628825916614e+45 1.6595869074375564e+45 3.548133892335731e+45 6.456542290346588e+44 3.801893963205597e+45 6.76082975391979e+44
10885.080082007653 1.4791083881682134e+45 1.6688287335041035e+45 1.318256738556399e+45 1.621810097358933e+45 3.548133892335731e+45 6.30957344480189e+44 3.715352290971728e+45 6.606934480075963e+44
11398.078101690428 1.4454397707459162e+45 1.630841553780736e+45 1.318256738556399e+45 1.584893192461124e+45 3.467368504525309e+45 6.1659500186148086e+44 3.715352290971728e+45 6.456542290346588e+44
11935.25297319384 1.4454397707459162e+45 1.6641240344701392e+45 1.2882495516931323e+45 1.584893192461124e+45 3.467368504525309e+45 6.1659500186148086e+44 3.715352290971728e+45 6.456542290346588e+44
12497.744116440634 1.4125375446227495e+45 1.658768825706805e+45 1.2882495516931323e+45 1.584893192461124e+45 3.467368504525309e+45 6.025595860743592e+44 3.715352290971728e+45 6.30957344480189e+44
13086.744650560167 1.4125375446227495e+45 1.658768825706805e+45 1.2882495516931323e+45 1.584893192461124e+45 3.467368504525309e+45 6.025595860743592e+44 3.801893963205597e+45 6.30957344480189e+44
13703.503924653958 1.4454397707459162e+45 1.730688995848944e+45 1.2882495516931323e+45 1.584893192461124e+45 3.548133892335731e+45 6.025595860743592e+44 3.801893963205597e+45 6.30957344480189e+44
14349.33016783269 1.4791083881682134e+45 1.7710019212696612e+45 1.318256738556399e+45 1.621810097358933e+45 3.6307805477010325e+45 6.1659500186148086e+44 3.9810717055349855e+45 6.30957344480189e+44
15025.5932641456 1.513561248436207e+45 1.8471048910308143e+45 1.3489628825916614e+45 1.6982436524617323e+45 3.801893963205597e+45 6.30957344480189e+44 4.1686938347033295e+45 6.456542290346588e+44
