lambda all sigma_all low sigma_low mid sigma_mid high sigma_high CIVZ1 sigma_CIVZ1 CIVZ2 sigma_CIVZ2 UVBump sigma_UVBump ScottUV sigma_ScottUV CaseUV sigma_CaseUV
3.4421603243753807 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7218685749859955e+44 1.5858995651430618e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
3.604388141788185 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7218685749859955e+44 1.5858995651430618e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
3.774261699742519 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7179083871575858e+44 1.5822520973594004e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
3.952141339327603 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7179083871575858e+44 1.5822520973594004e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
4.1383862092436265 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7179083871575858e+44 1.5822520973594004e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
4.333426910161202 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7139573075084323e+44 1.53914769305588e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
4.537659811393347 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7139573075084323e+44 1.53914769305588e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
4.751518138139855 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7100153150902755e+44 1.5356077515941703e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
4.975433682033851 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7100153150902755e+44 1.5356077515941703e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
5.209924138856188 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7060823890031208e+44 1.5320759517719196e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
5.455466049251164 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7060823890031208e+44 1.5320759517719196e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
5.712580264377174 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7021585083949568e+44 1.5285522748638512e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
5.981785911866691 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
6.263705398835644 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7021585083949568e+44 1.5285522748638512e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
6.558911653051679 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7060823890031208e+44 1.5320759517719196e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
6.86803087522825 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7100153150902755e+44 1.5356077515941703e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
7.191687193945272 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7139573075084323e+44 1.53914769305588e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
7.530628907010617 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7179083871575858e+44 1.5822520973594004e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
7.885544824981925 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7218685749859955e+44 1.5858995651430618e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
8.257187806573665 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7218685749859955e+44 1.5858995651430618e+44 1.698243652461732e+44 1.5250367021877567e+44 1.698243652461732e+44 1.5250367021877567e+44
8.646308219248258 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7258378919902108e+44 1.5895554412083711e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7021585083949568e+44 1.5285522748638512e+44
9.053805714688588 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7298163592150995e+44 1.593219744938369e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7021585083949568e+44 1.5285522748638512e+44
9.480508425184803 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7298163592150995e+44 1.593219744938369e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7021585083949568e+44 1.5285522748638512e+44
9.92732148583459 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.733803997754127e+44 1.596892495760854e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7021585083949568e+44 1.5285522748638512e+44
10.395192690437597 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.733803997754127e+44 1.596892495760854e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7021585083949568e+44 1.5285522748638512e+44
10.88506669649021 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7378008287493834e+44 1.6005737131484118e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7021585083949568e+44 1.5285522748638512e+44
11.398076099352592 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7378008287493834e+44 1.6005737131484118e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7021585083949568e+44 1.5285522748638512e+44
11.935263456724902 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7418068733916128e+44 1.6042634166184382e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7060823890031208e+44 1.5320759517719196e+44
12.497768267183616 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7418068733916128e+44 1.6042634166184382e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7060823890031208e+44 1.5320759517719196e+44
13.086726258640027 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7418068733916128e+44 1.6042634166184382e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7060823890031208e+44 1.5320759517719196e+44
13.703499109975256 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7458221529204932e+44 1.6079616257333998e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7060823890031208e+44 1.5320759517719196e+44
14.34934025101304 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7458221529204932e+44 1.6079616257333998e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7100153150902755e+44 1.5356077515941703e+44
15.025619660124516 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7458221529204932e+44 1.6079616257333998e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7139573075084323e+44 1.53914769305588e+44
15.733702782344952 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7458221529204932e+44 1.6079616257333998e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7179083871575858e+44 1.5426957949254156e+44
16.475226715476904 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7498466886246655e+44 1.6116683601008595e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7218685749859955e+44 1.5066045868859086e+44
17.251698413354003 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7498466886246655e+44 1.6116683601008595e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7298163592150995e+44 1.51355875769145e+44
18.06476495195871 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7498466886246655e+44 1.6116683601008595e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7378008287493834e+44 1.520545027490991e+44
18.91606795700597 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7498466886246655e+44 1.6116683601008595e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7498466886246655e+44 1.5310849420958163e+44
19.807575652614027 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7498466886246655e+44 1.6116683601008595e+44 1.698243652461732e+44 1.5250367021877567e+44 1.761976046411638e+44 1.5011269181116078e+44
20.741099795463377 1.7258378919902108e+44 4.053366375081347e+44 8.203515443298209e+43 1.92670782172826e+44 1.8281002161427446e+44 4.2935434323132645e+44 3.6897759857015046e+44 8.750903876598606e+44 2.8183829312644723e+44 6.6842535195947905e+44 4.8305880203976975e+44 1.145652516514826e+45 1.7498466886246655e+44 1.6116683601008595e+44 1.698243652461732e+44 1.5250367021877567e+44 1.7782794100389227e+44 1.5150166744715318e+44
