4.026554437228322495e+05 1.209953981894962377e+45 1.901684250212591446e+45
4.216320101502804901e+05 1.209974716536396779e+45 1.901275623245812127e+45
4.415029146004457725e+05 1.209465892129460719e+45 1.900037899992301169e+45
4.623103059258046560e+05 1.206429758400110196e+45 1.894833926079790750e+45
4.840983193930545240e+05 1.204670970633194668e+45 1.891640655418916448e+45
5.069131702999303234e+05 1.204585746673762727e+45 1.891078694694934253e+45
5.308032520040449454e+05 1.204500573643106200e+45 1.890519570555391012e+45
5.558192385716908611e+05 1.204415451359759477e+45 1.889963250664129831e+45
5.820141922643305734e+05 1.204330379884433674e+45 1.889409703727282759e+45
6.094436760907662101e+05 1.204245359176948861e+45 1.888858898930386701e+45
