1.215999999999999545e+03 1.898537665208048639e+45 3.476312612958843325e+45
1.273308314429893244e+03 1.998670511217998846e+45 3.681104322169844363e+45
1.333317486510112531e+03 2.050603329010103760e+45 3.788384747252658246e+45
1.396154803740208990e+03 2.064951620119358766e+45 3.818211029030040837e+45
1.461953552494773703e+03 2.027362487674984928e+45 3.745398249366123386e+45
1.530853300741707017e+03 2.012167520306798540e+45 3.709691437811690513e+45
1.603000194084590703e+03 1.965801560822985515e+45 3.613094178027749433e+45
1.678547265757107652e+03 1.918684861854744842e+45 3.513155427467402097e+45
1.757654761227047629e+03 1.884534360892571623e+45 3.435200135770889440e+45
1.840490478098428866e+03 1.865791680890296512e+45 3.380333037217765903e+45
1.927230122032714007e+03 1.805715354032532313e+45 3.246213488590049340e+45
2.018057679444073756e+03 1.778347515775560211e+45 3.169850088168090557e+45
2.113165807759240579e+03 1.755574287635241104e+45 3.103680617171373125e+45
2.212756244069740205e+03 1.741778065675074854e+45 3.058646380685101946e+45
2.317040233043308945e+03 1.751997550216653034e+45 3.060380263898677211e+45
2.426238975002157986e+03 1.751070932958289588e+45 3.045486538512352215e+45
2.540584095118512323e+03 1.784971164212044835e+45 3.092530953870706333e+45
2.660318134722656396e+03 1.772205616926224639e+45 3.055891837585940233e+45
2.785695065765612981e+03 1.724294072210088360e+45 2.956317986522326549e+45
2.916980829527701189e+03 1.700958396386767467e+45 2.899515672854889173e+45
3.054453900715650434e+03 1.647656670961142287e+45 2.791623011228165577e+45
3.198405878144785675e+03 1.577434978595303500e+45 2.655461452810566674e+45
3.349142103259212035e+03 1.506280544883153345e+45 2.519893189198385179e+45
3.506982307801954448e+03 1.431873855847606270e+45 2.380999390027579420e+45
3.672261292008853616e+03 1.342526520328650226e+45 2.216839291262543738e+45
3.845329634764751518e+03 1.265112942868173768e+45 2.073943904837816007e+45
4.026554437228310235e+03 1.198496536508784925e+45 1.951609602125735320e+45
4.216320101502787111e+03 1.142250198507236959e+45 1.848753515975467370e+45
4.415029146004435461e+03 1.101923124941950769e+45 1.772623273332310187e+45
4.623103059258027315e+03 1.088054373098827877e+45 1.739189436733124837e+45
4.840983193930530433e+03 1.060235371745288501e+45 1.686281382039339568e+45
5.069131702999282425e+03 1.012787555110050414e+45 1.604867761036600335e+45
5.308032520040423151e+03 9.817951935384571019e+44 1.550134831083532277e+45
5.558192385716884928e+03 9.484128536712200080e+44 1.489347694407568375e+45
5.820141922643288126e+03 9.428322295733411922e+44 1.462577326167367737e+45
6.094436760907637108e+03 9.497037091285744711e+44 1.447287148256845362e+45
6.381658716637241014e+03 9.390043745086574520e+44 1.407648190449913990e+45
6.682417026108721984e+03 9.250081349908267822e+44 1.368641998971314006e+45
6.997349638019835766e+03 9.057403441791156976e+44 1.329269166076230919e+45
7.327124566664198937e+03 8.897697262219464234e+44 1.297177231336890143e+45
7.672441308879158896e+03 8.736646947794033645e+44 1.260046363572141090e+45
8.034032327772377357e+03 8.669317070154965827e+44 1.233939439374239641e+45
8.412664606374279174e+03 8.540277916562562774e+44 1.200260658890483804e+45
8.809141274511890515e+03 8.589426329890470842e+44 1.193226603486264108e+45
9.224303312354886657e+03 8.640358364987255007e+44 1.187719492286509427e+45
9.659031334247276391e+03 8.637852243031322399e+44 1.175835931922717260e+45
1.011424745660848384e+04 8.666960960671874480e+44 1.169449440848917615e+45
1.059091725386595681e+04 8.680861653862192402e+44 1.164015392313715282e+45
1.109005180656788980e+04 8.679284606805826104e+44 1.159391056704088111e+45
1.161270984602067983e+04 8.694403993188330618e+44 1.158936917741272474e+45
1.216000000000000728e+04 8.723592385091105633e+44 1.162385376284909010e+45
1.273308314429895836e+04 8.743264786258825964e+44 1.166928176431569830e+45
1.333317486510116578e+04 8.857273123429490179e+44 1.186473121733338475e+45
1.396154803740211901e+04 9.012173520339465941e+44 1.214084742378402171e+45
1.461953552494775249e+04 9.228209323943453056e+44 1.252297509941266473e+45
1.530853300741710154e+04 9.386473239646148205e+44 1.285011433629528520e+45
1.603000194084595569e+04 9.472051793871079822e+44 1.309491280664914359e+45
1.678547265757111018e+04 9.543220538618017646e+44 1.333424292048204448e+45
1.757654761227049312e+04 9.697694650139378814e+44 1.370385731224046495e+45
1.840490478098432868e+04 9.816990854739935588e+44 1.402799549942306355e+45
1.927230122032719737e+04 1.000813682491188020e+45 1.445109529423689698e+45
2.018057679444077803e+04 1.013839876861047726e+45 1.477594468326449679e+45
2.113165807759242671e+04 1.032928406594293867e+45 1.517511515969193631e+45
2.212756244069744571e+04 1.058433532160633495e+45 1.566143172886798237e+45
2.317040233043316039e+04 1.086481588484022247e+45 1.618013761052170037e+45
2.426238975002162988e+04 1.102714762201860725e+45 1.651523094477011951e+45
2.540584095118514961e+04 1.105324377783137211e+45 1.663762122821406239e+45
2.660318134722661853e+04 1.119361855315832346e+45 1.692058348450889932e+45
2.785695065765621257e+04 1.129900632912970248e+45 1.714199712822472013e+45
2.916980829527707465e+04 1.136125893444855801e+45 1.729383529147229478e+45
3.054453900715653799e+04 1.126910956249372949e+45 1.721013012220560679e+45
3.198405878144792223e+04 1.120254175653147911e+45 1.716589731778563870e+45
3.349142103259222495e+04 1.116734747845443757e+45 1.717086935920665274e+45
3.506982307801961724e+04 1.107996534379114732e+45 1.709415526885661152e+45
3.672261292008857708e+04 1.101619072882676706e+45 1.704850075713161380e+45
3.845329634764759248e+04 1.092802695495934994e+45 1.696215884260546243e+45
4.026554437228322786e+04 1.076620330004167303e+45 1.675688824111168860e+45
4.216320101502796024e+04 1.063163112029714891e+45 1.658993760954970945e+45
4.415029146004439826e+04 1.053809130045717777e+45 1.648618288522260329e+45
4.623103059258036956e+04 1.044754889681252122e+45 1.638867521154689724e+45
4.840983193930545531e+04 1.039664042990271013e+45 1.635759613644065128e+45
5.069131702999293339e+04 1.033704316005541266e+45 1.631779236988277135e+45
5.308032520040428062e+04 1.024340160222099429e+45 1.623023671629788915e+45
5.558192385716896388e+04 1.022518783839655994e+45 1.626764569461541291e+45
5.820141922643305588e+04 1.016406799069575166e+45 1.624195557061830321e+45
6.094436760907649295e+04 1.009524831996020540e+45 1.620813682953649531e+45
6.381658716637247562e+04 1.010233160668907842e+45 1.629949669749601016e+45
6.682417026108734717e+04 1.000762435582255546e+45 1.622691742851709350e+45
6.997349638019857230e+04 9.974148320189109222e+44 1.625282202248338630e+45
7.327124566664213489e+04 1.000863013724833351e+45 1.638646137654970820e+45
7.672441308879166900e+04 1.006709372406437221e+45 1.655492513172316938e+45
8.034032327772393182e+04 1.016736841654798167e+45 1.678531703097172660e+45
8.412664606374304276e+04 1.030694283586109703e+45 1.706931909284027895e+45
8.809141274511908705e+04 1.054492298651087296e+45 1.749584647998024618e+45
9.224303312354897207e+04 1.068054978743285219e+45 1.772399942492746790e+45
9.659031334247296036e+04 1.084780598884393068e+45 1.797743095898272843e+45
1.011424745660852495e+05 1.100629396037798685e+45 1.819234914647637541e+45
1.059091725386597827e+05 1.122805264382473462e+45 1.849810235441047240e+45
1.109005180656789016e+05 1.138230754079657986e+45 1.868384441615434702e+45
1.161270984602070239e+05 1.157739331119415710e+45 1.893001906998875145e+45
1.216000000000005675e+05 1.168983495248311674e+45 1.903640424346880256e+45
1.273308314429898455e+05 1.179766543817485373e+45 1.913177084620451280e+45
1.333317486510116723e+05 1.189130771846265707e+45 1.920167646639767922e+45
1.396154803740214556e+05 1.198859605738599442e+45 1.927662690311009631e+45
1.461953552494781034e+05 1.205939671880530188e+45 1.930988736679718198e+45
1.530853300741713319e+05 1.208486136474768859e+45 1.927383396644478808e+45
1.603000194084595714e+05 1.209397193176151654e+45 1.921880591082410087e+45
1.678547265757114510e+05 1.214299391668010375e+45 1.923913130597442886e+45
1.757654761227056733e+05 1.214388779174963669e+45 1.920035739651542162e+45
1.840490478098436433e+05 1.214478952340176896e+45 1.917656181703348381e+45
1.927230122032719955e+05 1.214493822534700085e+45 1.916477331273767630e+45
2.018057679444082023e+05 1.213349607223834394e+45 1.914044861682355446e+45
2.113165807759251329e+05 1.210146102402139481e+45 1.908483798623962167e+45
2.212756244069749082e+05 1.209682600631397578e+45 1.907267844405027006e+45
2.317040233043316111e+05 1.209703597236817496e+45 1.906819378140101463e+45
2.426238975002167863e+05 1.209724573640602982e+45 1.906374232732460660e+45
2.540584095118525438e+05 1.209745529846757435e+45 1.905932361507899733e+45
2.660318134722667746e+05 1.209766465737678532e+45 1.905493718773260976e+45
2.785695065765621257e+05 1.209787381469377300e+45 1.905058260405414735e+45
2.916980829527713358e+05 1.209808276990124404e+45 1.904625943045701361e+45
3.054453900715666241e+05 1.209829152390070084e+45 1.904196724615541119e+45
3.198405878144798917e+05 1.209850007587083417e+45 1.903770563778924981e+45
3.349142103259222349e+05 1.209870842686522329e+45 1.903347420476466000e+45
3.506982307801969000e+05 1.209891657621458989e+45 1.902927255325516939e+45
3.672261292008872260e+05 1.209912452456718830e+45 1.902510030060972946e+45
3.845329634764767252e+05 1.209933227221658897e+45 1.902095707245119967e+45
