# lambda   continuum             lines                
  8436     7.50286183728468E-7   7.50286183728468E-7  
  8438     7.50008779422814E-7   7.50008779422814E-7  
  8440     7.49731543389174E-7   7.49731543389174E-7  
  8442     7.49454475485636E-7   7.49454475485636E-7  
  8444     7.49177575570443E-7   7.49177575570443E-7  
  8446     7.48900843501989E-7   7.48900843501989E-7  
  8448     7.48624279138822E-7   7.48624279138822E-7  
  8450     7.48347882339642E-7   7.48347882339642E-7  
  8452     7.48071652963301E-7   7.48071652963301E-7  
  8454     7.47795590868806E-7   7.47795590868806E-7  
  8456     7.47519695915312E-7   7.47519695915312E-7  
  8458     7.47243967962129E-7   7.47243967962129E-7  
  8460     7.46968406868717E-7   7.46968406868717E-7  
  8462     7.46693012494689E-7   7.46693012494689E-7  
  8464     7.46417784699807E-7   7.46417784699807E-7  
  8466     7.46142723343987E-7   7.46142723343987E-7  
  8468     7.45867828287293E-7   7.45867828287293E-7  
  8470     7.45593099389941E-7   7.45593099389941E-7  
  8472     7.45318536512297E-7   7.45318536512297E-7  
  8474     7.45044139514879E-7   7.45044139514879E-7  
  8476     7.44769908258352E-7   7.44769908258352E-7  
  8478     7.44495842603534E-7   7.44495842603534E-7  
  8480     7.4422194241139E-7    7.4422194241139E-7   
  8482     7.43948207543036E-7   7.43948207543036E-7  
  8484     7.43674637859738E-7   7.43674637859738E-7  
  8486     7.4340123322291E-7    7.4340123322291E-7   
  8488     7.43127993494114E-7   7.43127993494114E-7  
  8490     7.42854918535061E-7   7.42854918535061E-7  
  8492     7.42582008207614E-7   7.42582008207614E-7  
  8494     7.42309262373779E-7   7.42309262373779E-7  
  8496     7.42036680895713E-7   7.42036680895713E-7  
  8498     7.41764263635722E-7   7.41764263635722E-7  
  8500     7.41492010456256E-7   7.41492010456256E-7  
  8502     7.41219921219917E-7   7.41219921219917E-7  
  8504     7.40947995789451E-7   7.40947995789451E-7  
  8506     7.40676234027752E-7   7.40676234027752E-7  
  8508     7.40404635797863E-7   7.40404635797863E-7  
  8510     7.4013320096297E-7    7.4013320096297E-7   
  8512     7.39861929386409E-7   7.39861929386409E-7  
  8514     7.3959082093166E-7    7.3959082093166E-7   
  8516     7.3931987546235E-7    7.3931987546235E-7   
  8518     7.39049092842254E-7   7.39049092842254E-7  
  8520     7.38778472935289E-7   7.38778472935289E-7  
  8522     7.38508015605521E-7   7.38508015605521E-7  
  8524     7.38237720717159E-7   7.38237720717159E-7  
  8526     7.37967588134559E-7   7.37967588134559E-7  
  8528     7.3769761772222E-7    7.3769761772222E-7   
  8530     7.3742780934479E-7    7.3742780934479E-7   
  8532     7.37158162867056E-7   7.37158162867056E-7  
  8534     7.36888678153954E-7   7.36888678153954E-7  
  8536     7.36619355070562E-7   7.36619355070562E-7  
  8538     7.36350193482103E-7   7.36350193482103E-7  
  8540     7.36081193253943E-7   7.36081193253943E-7  
  8542     7.35812354251593E-7   7.35812354251593E-7  
  8544     7.35543676340708E-7   7.35543676340708E-7  
  8546     7.35275159387084E-7   7.35275159387084E-7  
  8548     7.35006803256661E-7   7.35006803256661E-7  
  8550     7.34738607815524E-7   7.34738607815524E-7  
  8552     7.34470572929899E-7   7.34470572929899E-7  
  8554     7.34202698466154E-7   7.34202698466154E-7  
  8556     7.33934984290801E-7   7.33934984290801E-7  
  8558     7.33667430270493E-7   7.33667430270493E-7  
  8560     7.33400036272026E-7   7.33400036272026E-7  
  8562     7.33132802162338E-7   7.33132802162338E-7  
  8564     7.32865727808507E-7   7.32865727808507E-7  
  8566     7.32598813077755E-7   7.32598813077755E-7  
  8568     7.32332057837444E-7   7.32332057837444E-7  
  8570     7.32065461955076E-7   7.32065461955076E-7  
  8572     7.31799025298296E-7   7.31799025298296E-7  
  8574     7.31532747734889E-7   7.31532747734889E-7  
  8576     7.3126662913278E-7    7.3126662913278E-7   
  8578     7.31000669360036E-7   7.31000669360036E-7  
  8580     7.30734868284861E-7   7.30734868284861E-7  
  8582     7.30469225775603E-7   7.30469225775603E-7  
  8584     7.30203741700748E-7   7.30203741700748E-7  
  8586     7.29938415928921E-7   7.29938415928921E-7  
  8588     7.29673248328888E-7   7.29673248328888E-7  
  8590     7.29408238769553E-7   7.29408238769553E-7  
  8592     7.2914338711996E-7    7.2914338711996E-7   
  8594     7.28878693249291E-7   7.28878693249291E-7  
  8596     7.28614157026868E-7   7.28614157026868E-7  
  8598     7.28349778322152E-7   7.28349778322152E-7  
  8600     7.2808555700474E-7    7.2808555700474E-7   
  8602     7.27821492944369E-7   7.27821492944369E-7  
  8604     7.27557586010914E-7   7.27557586010914E-7  
  8606     7.27293836074388E-7   7.27293836074388E-7  
  8608     7.27030243004941E-7   7.27030243004941E-7  
  8610     7.26766806672862E-7   7.26766806672862E-7  
  8612     7.26503526948574E-7   7.26503526948574E-7  
  8614     7.26240403702642E-7   7.26240403702642E-7  
  8616     7.25977436805763E-7   7.25977436805763E-7  
  8618     7.25714626128776E-7   7.25714626128776E-7  
  8620     7.25451971542651E-7   7.25451971542651E-7  
  8622     7.251894729185E-7     7.251894729185E-7    
  8624     7.24927130127567E-7   7.24927130127567E-7  
  8626     7.24664943041235E-7   7.24664943041235E-7  
  8628     7.2440291153102E-7    7.2440291153102E-7   
  8630     7.24141035468578E-7   7.24141035468578E-7  
  8632     7.23879314725696E-7   7.23879314725696E-7  
  8634     7.236177491743E-7     7.236177491743E-7    
  8636     7.23356338686448E-7   7.23356338686448E-7  
  8638     7.23095083134337E-7   7.23095083134337E-7  
  8640     7.22833982390295E-7   7.22833982390295E-7  
  8642     7.22573036326788E-7   7.22573036326788E-7  
  8644     7.22312244816414E-7   7.22312244816414E-7  
  8646     7.22051607731906E-7   7.22051607731906E-7  
  8648     7.21791124946133E-7   7.21791124946133E-7  
  8650     7.21530796332095E-7   7.21530796332095E-7  
  8652     7.21270621762929E-7   7.21270621762929E-7  
  8654     7.21010601111903E-7   7.21010601111903E-7  
  8656     7.20750734252421E-7   7.20750734252421E-7  
  8658     7.20491021058018E-7   7.20491021058018E-7  
  8660     7.20231461402363E-7   7.20231461402363E-7  
  8662     7.19972055159259E-7   7.19972055159259E-7  
  8664     7.19712802202641E-7   7.19712802202641E-7  
  8666     7.19453702406576E-7   7.19453702406576E-7  
  8668     7.19194755645265E-7   7.19194755645265E-7  
  8670     7.1893596179304E-7    7.1893596179304E-7   
  8672     7.18677320724366E-7   7.18677320724366E-7  
  8674     7.18418832313839E-7   7.18418832313839E-7  
  8676     7.18160496436189E-7   7.18160496436189E-7  
  8678     7.17902312966274E-7   7.17902312966274E-7  
  8680     7.17644281779087E-7   7.17644281779087E-7  
  8682     7.17386402749751E-7   7.17386402749751E-7  
  8684     7.17128675753519E-7   7.17128675753519E-7  
  8686     7.16871100665777E-7   7.16871100665777E-7  
  8688     7.1661367736204E-7    7.1661367736204E-7   
  8690     7.16356405717955E-7   7.16356405717955E-7  
  8692     7.16099285609298E-7   7.16099285609298E-7  
  8694     7.15842316911978E-7   7.15842316911978E-7  
  8696     7.1558549950203E-7    7.1558549950203E-7   
  8698     7.15328833255624E-7   7.15328833255624E-7  
  8700     7.15072318049055E-7   7.15072318049055E-7  
  8702     7.1481595375875E-7    7.1481595375875E-7   
  8704     7.14559740261266E-7   7.14559740261266E-7  
  8706     7.14303677433288E-7   7.14303677433288E-7  
  8708     7.14047765151631E-7   7.14047765151631E-7  
  8710     7.13792003293239E-7   7.13792003293239E-7  
  8712     7.13536391735183E-7   7.13536391735183E-7  
  8714     7.13280930354666E-7   7.13280930354666E-7  
  8716     7.13025619029016E-7   7.13025619029016E-7  
  8718     7.12770457635691E-7   7.12770457635691E-7  
  8720     7.12515446052279E-7   7.12515446052279E-7  
  8722     7.12260584156491E-7   7.12260584156491E-7  
  8724     7.12005871826172E-7   7.12005871826172E-7  
  8726     7.11751308939289E-7   7.11751308939289E-7  
  8728     7.1149689537394E-7    7.1149689537394E-7   
  8730     7.1124263100835E-7    7.1124263100835E-7   
  8732     7.1098851572087E-7    7.1098851572087E-7   
  8734     7.10734549389978E-7   7.10734549389978E-7  
  8736     7.10480731894281E-7   7.10480731894281E-7  
  8738     7.10227063112509E-7   7.10227063112509E-7  
  8740     7.09973542923523E-7   7.09973542923523E-7  
  8742     7.09720171206306E-7   7.09720171206306E-7  
  8744     7.09466947839971E-7   7.09466947839971E-7  
  8746     7.09213872703753E-7   7.09213872703753E-7  
  8748     7.08960945677018E-7   7.08960945677018E-7  
  8750     7.08708166639253E-7   7.08708166639253E-7  
  8752     7.08455535470073E-7   7.08455535470073E-7  
  8754     7.08203052049217E-7   7.08203052049217E-7  
  8756     7.07950716256552E-7   7.07950716256552E-7  
  8758     7.07698527972067E-7   7.07698527972067E-7  
  8760     7.07446487075878E-7   7.07446487075878E-7  
  8762     7.07194593448224E-7   7.07194593448224E-7  
  8764     7.06942846969469E-7   7.06942846969469E-7  
  8766     7.06691247520104E-7   7.06691247520104E-7  
  8768     7.06439794980741E-7   7.06439794980741E-7  
  8770     7.06188489232118E-7   7.06188489232118E-7  
  8772     7.05937330155096E-7   7.05937330155096E-7  
  8774     7.0568631763066E-7    7.0568631763066E-7   
  8776     7.0543545153992E-7    7.0543545153992E-7   
  8778     7.05184731764108E-7   7.05184731764108E-7  
  8780     7.0493415818458E-7    7.0493415818458E-7   
  8782     7.04683730682814E-7   7.04683730682814E-7  
  8784     7.04433449140413E-7   7.04433449140413E-7  
  8786     7.04183313439102E-7   7.04183313439102E-7  
  8788     7.03933323460728E-7   7.03933323460728E-7  
  8790     7.03683479087263E-7   7.03683479087263E-7  
  8792     7.03433780200797E-7   7.03433780200797E-7  
  8794     7.03184226683547E-7   7.03184226683547E-7  
  8796     7.0293481841785E-7    7.0293481841785E-7   
  8798     7.02685555286165E-7   7.02685555286165E-7  
  8800     7.02436437171072E-7   7.02436437171072E-7  
  8802     7.02187463955274E-7   7.02187463955274E-7  
  8804     7.01938635521595E-7   7.01938635521595E-7  
  8806     7.0168995175298E-7    7.0168995175298E-7   
  8808     7.01441412532496E-7   7.01441412532496E-7  
  8810     7.01193017743331E-7   7.01193017743331E-7  
  8812     7.00944767268793E-7   7.00944767268793E-7  
  8814     7.00696660992311E-7   7.00696660992311E-7  
  8816     7.00448698797436E-7   7.00448698797436E-7  
  8818     7.00200880567836E-7   7.00200880567836E-7  
  8820     6.99953206187303E-7   6.99953206187303E-7  
  8822     6.99705675539748E-7   6.99705675539748E-7  
  8824     6.99458288509201E-7   6.99458288509201E-7  
  8826     6.99211044979812E-7   6.99211044979812E-7  
  8828     6.98963944835852E-7   6.98963944835852E-7  
  8830     6.98716987961711E-7   6.98716987961711E-7  
  8832     6.98470174241896E-7   6.98470174241896E-7  
  8834     6.98223503561037E-7   6.98223503561037E-7  
  8836     6.97976975803881E-7   6.97976975803881E-7  
  8838     6.97730590855294E-7   6.97730590855294E-7  
  8840     6.97484348600261E-7   6.97484348600261E-7  
  8842     6.97238248923885E-7   6.97238248923885E-7  
  8844     6.96992291711389E-7   6.96992291711389E-7  
  8846     6.96746476848114E-7   6.96746476848114E-7  
  8848     6.96500804219517E-7   6.96500804219517E-7  
  8850     6.96255273711176E-7   6.96255273711176E-7  
  8852     6.96009885208784E-7   6.96009885208784E-7  
  8854     6.95764638598155E-7   6.95764638598155E-7  
  8856     6.95519533765218E-7   6.95519533765218E-7  
  8858     6.9527457059602E-7    6.9527457059602E-7   
  8860     6.95029748976725E-7   6.95029748976725E-7  
  8862     6.94785068793617E-7   6.94785068793617E-7  
  8864     6.94540529933092E-7   6.94540529933092E-7  
  8866     6.94296132281667E-7   6.94296132281667E-7  
  8868     6.94051875725975E-7   6.94051875725975E-7  
  8870     6.93807760152763E-7   6.93807760152763E-7  
  8872     6.93563785448896E-7   6.93563785448896E-7  
  8874     6.93319951501358E-7   6.93319951501358E-7  
  8876     6.93076258197244E-7   6.93076258197244E-7  
  8878     6.92832705423769E-7   6.92832705423769E-7  
  8880     6.92589293068262E-7   6.92589293068262E-7  
  8882     6.92346021018168E-7   6.92346021018168E-7  
  8884     6.92102889161048E-7   6.92102889161048E-7  
  8886     6.91859897384577E-7   6.91859897384577E-7  
  8888     6.91617045576547E-7   6.91617045576547E-7  
  8890     6.91374333624865E-7   6.91374333624865E-7  
  8892     6.91131761417551E-7   6.91131761417551E-7  
  8894     6.90889328842741E-7   6.90889328842741E-7  
  8896     6.90647035788688E-7   6.90647035788688E-7  
  8898     6.90404882143755E-7   6.90404882143755E-7  
  8900     6.90162867796422E-7   6.90162867796422E-7  
  8902     6.89920992635285E-7   6.89920992635285E-7  
  8904     6.89679256549049E-7   6.89679256549049E-7  
  8906     6.89437659426539E-7   6.89437659426539E-7  
  8908     6.89196201156688E-7   6.89196201156688E-7  
  8910     6.88954881628548E-7   6.88954881628548E-7  
  8912     6.88713700731281E-7   6.88713700731281E-7  
  8914     6.88472658354163E-7   6.88472658354163E-7  
  8916     6.88231754386585E-7   6.88231754386585E-7  
  8918     6.87990988718048E-7   6.87990988718048E-7  
  8920     6.8775036123817E-7    6.8775036123817E-7   
  8922     6.87509871836677E-7   6.87509871836677E-7  
  8924     6.87269520403412E-7   6.87269520403412E-7  
  8926     6.87029306828329E-7   6.87029306828329E-7  
  8928     6.86789231001493E-7   6.86789231001493E-7  
  8930     6.86549292813083E-7   6.86549292813083E-7  
  8932     6.8630949215339E-7    6.8630949215339E-7   
  8934     6.86069828912817E-7   6.86069828912817E-7  
  8936     6.85830302981877E-7   6.85830302981877E-7  
  8938     6.85590914251198E-7   6.85590914251198E-7  
  8940     6.85351662611516E-7   6.85351662611516E-7  
  8942     6.85112547953681E-7   6.85112547953681E-7  
  8944     6.84873570168654E-7   6.84873570168654E-7  
  8946     6.84634729147505E-7   6.84634729147505E-7  
  8948     6.84396024781418E-7   6.84396024781418E-7  
  8950     6.84157456961686E-7   6.84157456961686E-7  
  8952     6.83919025579714E-7   6.83919025579714E-7  
  8954     6.83680730527016E-7   6.83680730527016E-7  
  8956     6.83442571695217E-7   6.83442571695217E-7  
  8958     6.83204548976053E-7   6.83204548976053E-7  
  8960     6.8296666226137E-7    6.8296666226137E-7   
  8962     6.82728911443125E-7   6.82728911443125E-7  
  8964     6.82491296413382E-7   6.82491296413382E-7  
  8966     6.82253817064317E-7   6.82253817064317E-7  
  8968     6.82016473288215E-7   6.82016473288215E-7  
  8970     6.81779264977472E-7   6.81779264977472E-7  
  8972     6.81542192024591E-7   6.81542192024591E-7  
  8974     6.81305254322186E-7   6.81305254322186E-7  
  8976     6.81068451762979E-7   6.81068451762979E-7  
  8978     6.80831784239801E-7   6.80831784239801E-7  
  8980     6.80595251645593E-7   6.80595251645593E-7  
  8982     6.80358853873404E-7   6.80358853873404E-7  
  8984     6.80122590816391E-7   6.80122590816391E-7  
  8986     6.7988646236782E-7    6.7988646236782E-7   
  8988     6.79650468421066E-7   6.79650468421066E-7  
  8990     6.7941460886961E-7    6.7941460886961E-7   
  8992     6.79178883607044E-7   6.79178883607044E-7  
  8994     6.78943292527065E-7   6.78943292527065E-7  
  8996     6.78707835523479E-7   6.78707835523479E-7  
  8998     6.78472512490201E-7   6.78472512490201E-7  
  9000     6.78237323321252E-7   6.78237323321252E-7  
  9002     6.78002267910759E-7   6.78002267910759E-7  
  9004     6.7776734615296E-7    6.7776734615296E-7   
  9006     6.77532557942196E-7   6.77532557942196E-7  
  9008     6.77297903172917E-7   6.77297903172917E-7  
  9010     6.77063381739681E-7   6.77063381739681E-7  
  9012     6.76828993537151E-7   6.76828993537151E-7  
  9014     6.76594738460096E-7   6.76594738460096E-7  
  9016     6.76360616403393E-7   6.76360616403393E-7  
  9018     6.76126627262025E-7   6.76126627262025E-7  
  9020     6.7589277093108E-7    6.7589277093108E-7   
  9022     6.75659047305754E-7   6.75659047305754E-7  
  9024     6.75425456281347E-7   6.75425456281347E-7  
  9026     6.75191997753266E-7   6.75191997753266E-7  
  9028     6.74958671617023E-7   6.74958671617023E-7  
  9030     6.74725477768235E-7   6.74725477768235E-7  
  9032     6.74492416102627E-7   6.74492416102627E-7  
  9034     6.74259486516027E-7   6.74259486516027E-7  
  9036     6.74026688904367E-7   6.74026688904367E-7  
  9038     6.73794023163688E-7   6.73794023163688E-7  
  9040     6.73561489190131E-7   6.73561489190131E-7  
  9042     6.73329086879946E-7   6.73329086879946E-7  
  9044     6.73096816129485E-7   6.73096816129485E-7  
  9046     6.72864676835205E-7   6.72864676835205E-7  
  9048     6.72632668893668E-7   6.72632668893668E-7  
  9050     6.7240079220154E-7    6.7240079220154E-7   
  9052     6.72169046655592E-7   6.72169046655592E-7  
  9054     6.71937432152696E-7   6.71937432152696E-7  
  9056     6.71705948589831E-7   6.71705948589831E-7  
  9058     6.71474595864078E-7   6.71474595864078E-7  
  9060     6.71243373872623E-7   6.71243373872623E-7  
  9062     6.71012282512754E-7   6.71012282512754E-7  
  9064     6.70781321681863E-7   6.70781321681863E-7  
  9066     6.70550491277445E-7   6.70550491277445E-7  
  9068     6.70319791197099E-7   6.70319791197099E-7  
  9070     6.70089221338525E-7   6.70089221338525E-7  
  9072     6.69858781599528E-7   6.69858781599528E-7  
  9074     6.69628471878014E-7   6.69628471878014E-7  
  9076     6.69398292071993E-7   6.69398292071993E-7  
  9078     6.69168242079576E-7   6.69168242079576E-7  
  9080     6.68938321798978E-7   6.68938321798978E-7  
  9082     6.68708531128515E-7   6.68708531128515E-7  
  9084     6.68478869966606E-7   6.68478869966606E-7  
  9086     6.6824933821177E-7    6.6824933821177E-7   
  9088     6.6801993576263E-7    6.6801993576263E-7   
  9090     6.67790662517909E-7   6.67790662517909E-7  
  9092     6.67561518376434E-7   6.67561518376434E-7  
  9094     6.67332503237131E-7   6.67332503237131E-7  
  9096     6.67103616999028E-7   6.67103616999028E-7  
  9098     6.66874859561256E-7   6.66874859561256E-7  
  9100     6.66646230823044E-7   6.66646230823044E-7  
  9102     6.66417730683724E-7   6.66417730683724E-7  
  9104     6.66189359042728E-7   6.66189359042728E-7  
  9106     6.6596111579959E-7    6.6596111579959E-7   
  9108     6.65733000853942E-7   6.65733000853942E-7  
  9110     6.6550501410552E-7    6.6550501410552E-7   
  9112     6.65277155454158E-7   6.65277155454158E-7  
  9114     6.6504942479979E-7    6.6504942479979E-7   
  9116     6.64821822042451E-7   6.64821822042451E-7  
  9118     6.64594347082277E-7   6.64594347082277E-7  
  9120     6.64366999819501E-7   6.64366999819501E-7  
  9122     6.64139780154458E-7   6.64139780154458E-7  
  9124     6.63912687987582E-7   6.63912687987582E-7  
  9126     6.63685723219407E-7   6.63685723219407E-7  
  9128     6.63458885750566E-7   6.63458885750566E-7  
  9130     6.6323217548179E-7    6.6323217548179E-7   
  9132     6.63005592313911E-7   6.63005592313911E-7  
  9134     6.62779136147859E-7   6.62779136147859E-7  
  9136     6.62552806884664E-7   6.62552806884664E-7  
  9138     6.62326604425453E-7   6.62326604425453E-7  
  9140     6.62100528671452E-7   6.62100528671452E-7  
  9142     6.61874579523988E-7   6.61874579523988E-7  
  9144     6.61648756884483E-7   6.61648756884483E-7  
  9146     6.61423060654459E-7   6.61423060654459E-7  
  9148     6.61197490735536E-7   6.61197490735536E-7  
  9150     6.60972047029433E-7   6.60972047029433E-7  
  9152     6.60746729437965E-7   6.60746729437965E-7  
  9154     6.60521537863046E-7   6.60521537863046E-7  
  9156     6.60296472206688E-7   6.60296472206688E-7  
  9158     6.60071532370999E-7   6.60071532370999E-7  
  9160     6.59846718258186E-7   6.59846718258186E-7  
  9162     6.59622029770553E-7   6.59622029770553E-7  
  9164     6.59397466810502E-7   6.59397466810502E-7  
  9166     6.59173029280529E-7   6.59173029280529E-7  
  9168     6.58948717083231E-7   6.58948717083231E-7  
  9170     6.58724530121298E-7   6.58724530121298E-7  
  9172     6.58500468297522E-7   6.58500468297522E-7  
  9174     6.58276531514785E-7   6.58276531514785E-7  
  9176     6.58052719676071E-7   6.58052719676071E-7  
  9178     6.57829032684458E-7   6.57829032684458E-7  
  9180     6.5760547044312E-7    6.5760547044312E-7   
  9182     6.57382032855328E-7   6.57382032855328E-7  
  9184     6.5715871982445E-7    6.5715871982445E-7   
  9186     6.56935531253947E-7   6.56935531253947E-7  
  9188     6.56712467047378E-7   6.56712467047378E-7  
  9190     6.56489527108398E-7   6.56489527108398E-7  
  9192     6.56266711340756E-7   6.56266711340756E-7  
  9194     6.56044019648298E-7   6.56044019648298E-7  
  9196     6.55821451934964E-7   6.55821451934964E-7  
  9198     6.55599008104791E-7   6.55599008104791E-7  
  9200     6.55376688061909E-7   6.55376688061909E-7  
  9202     6.55154491710544E-7   6.55154491710544E-7  
  9204     6.54932418955018E-7   6.54932418955018E-7  
  9206     6.54710469699746E-7   6.54710469699746E-7  
  9208     6.54488643849239E-7   6.54488643849239E-7  
  9210     6.542669413081E-7     6.542669413081E-7    
  9212     6.54045361981031E-7   6.54045361981031E-7  
  9214     6.53823905772824E-7   6.53823905772824E-7  
  9216     6.53602572588368E-7   6.53602572588368E-7  
  9218     6.53381362332644E-7   6.53381362332644E-7  
  9220     6.53160274910728E-7   6.53160274910728E-7  
  9222     6.52939310227791E-7   6.52939310227791E-7  
  9224     6.52718468189096E-7   6.52718468189096E-7  
  9226     6.52497748699999E-7   6.52497748699999E-7  
  9228     6.52277151665953E-7   6.52277151665953E-7  
  9230     6.52056676992501E-7   6.52056676992501E-7  
  9232     6.5183632458528E-7    6.5183632458528E-7   
  9234     6.51616094350022E-7   6.51616094350022E-7  
  9236     6.51395986192549E-7   6.51395986192549E-7  
  9238     6.5117600001878E-7    6.5117600001878E-7   
  9240     6.50956135734723E-7   6.50956135734723E-7  
  9242     6.5073639324648E-7    6.5073639324648E-7   
  9244     6.50516772460248E-7   6.50516772460248E-7  
  9246     6.50297273282312E-7   6.50297273282312E-7  
  9248     6.50077895619054E-7   6.50077895619054E-7  
  9250     6.49858639376945E-7   6.49858639376945E-7  
  9252     6.4963950446255E-7    6.4963950446255E-7   
  9254     6.49420490782525E-7   6.49420490782525E-7  
  9256     6.49201598243618E-7   6.49201598243618E-7  
  9258     6.48982826752671E-7   6.48982826752671E-7  
  9260     6.48764176216614E-7   6.48764176216614E-7  
  9262     6.48545646542473E-7   6.48545646542473E-7  
  9264     6.48327237637361E-7   6.48327237637361E-7  
  9266     6.48108949408485E-7   6.48108949408485E-7  
  9268     6.47890781763144E-7   6.47890781763144E-7  
  9270     6.47672734608726E-7   6.47672734608726E-7  
  9272     6.47454807852712E-7   6.47454807852712E-7  
  9274     6.47237001402672E-7   6.47237001402672E-7  
  9276     6.4701931516627E-7    6.4701931516627E-7   
  9278     6.46801749051257E-7   6.46801749051257E-7  
  9280     6.46584302965478E-7   6.46584302965478E-7  
  9282     6.46366976816866E-7   6.46366976816866E-7  
  9284     6.46149770513445E-7   6.46149770513445E-7  
  9286     6.45932683963331E-7   6.45932683963331E-7  
  9288     6.45715717074728E-7   6.45715717074728E-7  
  9290     6.45498869755931E-7   6.45498869755931E-7  
  9292     6.45282141915326E-7   6.45282141915326E-7  
  9294     6.45065533461388E-7   6.45065533461388E-7  
  9296     6.44849044302681E-7   6.44849044302681E-7  
  9298     6.4463267434786E-7    6.4463267434786E-7   
  9300     6.44416423505668E-7   6.44416423505668E-7  
  9302     6.4420029168494E-7    6.4420029168494E-7   
  9304     6.43984278794598E-7   6.43984278794598E-7  
  9306     6.43768384743654E-7   6.43768384743654E-7  
  9308     6.4355260944121E-7    6.4355260944121E-7   
  9310     6.43336952796455E-7   6.43336952796455E-7  
  9312     6.4312141471867E-7    6.4312141471867E-7   
  9314     6.42905995117221E-7   6.42905995117221E-7  
  9316     6.42690693901566E-7   6.42690693901566E-7  
  9318     6.42475510981251E-7   6.42475510981251E-7  
  9320     6.42260446265908E-7   6.42260446265908E-7  
  9322     6.42045499665261E-7   6.42045499665261E-7  
  9324     6.4183067108912E-7    6.4183067108912E-7   
  9326     6.41615960447383E-7   6.41615960447383E-7  
  9328     6.41401367650038E-7   6.41401367650038E-7  
  9330     6.41186892607159E-7   6.41186892607159E-7  
  9332     6.4097253522891E-7    6.4097253522891E-7   
  9334     6.4075829542554E-7    6.4075829542554E-7   
  9336     6.40544173107388E-7   6.40544173107388E-7  
  9338     6.40330168184879E-7   6.40330168184879E-7  
  9340     6.40116280568527E-7   6.40116280568527E-7  
  9342     6.39902510168932E-7   6.39902510168932E-7  
  9344     6.39688856896783E-7   6.39688856896783E-7  
  9346     6.39475320662853E-7   6.39475320662853E-7  
  9348     6.39261901378005E-7   6.39261901378005E-7  
  9350     6.39048598953188E-7   6.39048598953188E-7  
  9352     6.38835413299438E-7   6.38835413299438E-7  
  9354     6.38622344327877E-7   6.38622344327877E-7  
  9356     6.38409391949713E-7   6.38409391949713E-7  
  9358     6.38196556076244E-7   6.38196556076244E-7  
  9360     6.37983836618851E-7   6.37983836618851E-7  
  9362     6.37771233489002E-7   6.37771233489002E-7  
  9364     6.37558746598252E-7   6.37558746598252E-7  
  9366     6.37346375858242E-7   6.37346375858242E-7  
  9368     6.37134121180698E-7   6.37134121180698E-7  
  9370     6.36921982477434E-7   6.36921982477434E-7  
  9372     6.36709959660347E-7   6.36709959660347E-7  
  9374     6.36498052641421E-7   6.36498052641421E-7  
  9376     6.36286261332728E-7   6.36286261332728E-7  
  9378     6.36074585646421E-7   6.36074585646421E-7  
  9380     6.35863025494741E-7   6.35863025494741E-7  
  9382     6.35651580790015E-7   6.35651580790015E-7  
  9384     6.35440251444654E-7   6.35440251444654E-7  
  9386     6.35229037371154E-7   6.35229037371154E-7  
  9388     6.35017938482097E-7   6.35017938482097E-7  
  9390     6.34806954690147E-7   6.34806954690147E-7  
  9392     6.34596085908058E-7   6.34596085908058E-7  
  9394     6.34385332048664E-7   6.34385332048664E-7  
  9396     6.34174693024885E-7   6.34174693024885E-7  
  9398     6.33964168749727E-7   6.33964168749727E-7  
  9400     6.33753759136278E-7   6.33753759136278E-7  
  9402     6.33543464097712E-7   6.33543464097712E-7  
  9404     6.33333283547287E-7   6.33333283547287E-7  
  9406     6.33123217398345E-7   6.33123217398345E-7  
  9408     6.32913265564311E-7   6.32913265564311E-7  
  9410     6.32703427958696E-7   6.32703427958696E-7  
  9412     6.32493704495091E-7   6.32493704495091E-7  
  9414     6.32284095087176E-7   6.32284095087176E-7  
  9416     6.3207459964871E-7    6.3207459964871E-7   
  9418     6.31865218093539E-7   6.31865218093539E-7  
  9420     6.31655950335588E-7   6.31655950335588E-7  
  9422     6.31446796288871E-7   6.31446796288871E-7  
  9424     6.3123775586748E-7    6.3123775586748E-7   
  9426     6.31028828985594E-7   6.31028828985594E-7  
  9428     6.30820015557473E-7   6.30820015557473E-7  
  9430     6.30611315497459E-7   6.30611315497459E-7  
  9432     6.30402728719979E-7   6.30402728719979E-7  
  9434     6.30194255139543E-7   6.30194255139543E-7  
  9436     6.2998589467074E-7    6.2998589467074E-7   
  9438     6.29777647228246E-7   6.29777647228246E-7  
  9440     6.29569512726817E-7   6.29569512726817E-7  
  9442     6.29361491081291E-7   6.29361491081291E-7  
  9444     6.29153582206589E-7   6.29153582206589E-7  
  9446     6.28945786017715E-7   6.28945786017715E-7  
  9448     6.28738102429753E-7   6.28738102429753E-7  
  9450     6.28530531357871E-7   6.28530531357871E-7  
  9452     6.28323072717318E-7   6.28323072717318E-7  
  9454     6.28115726423424E-7   6.28115726423424E-7  
  9456     6.27908492391602E-7   6.27908492391602E-7  
  9458     6.27701370537346E-7   6.27701370537346E-7  
  9460     6.27494360776231E-7   6.27494360776231E-7  
  9462     6.27287463023913E-7   6.27287463023913E-7  
  9464     6.27080677196131E-7   6.27080677196131E-7  
  9466     6.26874003208704E-7   6.26874003208704E-7  
  9468     6.26667440977532E-7   6.26667440977532E-7  
  9470     6.26460990418596E-7   6.26460990418596E-7  
