# lambda   continuum             lines                
  50554    7.61905063265543E-7   7.61905063265543E-7  
  50556    7.61918627119974E-7   7.61918627119974E-7  
  50558    7.61932190679285E-7   7.61932190679285E-7  
  50560    7.61945753943494E-7   7.61945753943494E-7  
  50562    7.6195931691262E-7    7.6195931691262E-7   
  50564    7.6197287958668E-7    7.6197287958668E-7   
  50566    7.61986441965692E-7   7.61986441965692E-7  
  50568    7.62000004049675E-7   7.62000004049675E-7  
  50570    7.62013565838647E-7   7.62013565838647E-7  
  50572    7.62027127332626E-7   7.62027127332626E-7  
  50574    7.6204068853163E-7    7.6204068853163E-7   
  50576    7.62054249435676E-7   7.62054249435676E-7  
  50578    7.62067810044784E-7   7.62067810044784E-7  
  50580    7.6208137035897E-7    7.6208137035897E-7   
  50582    7.62094930378255E-7   7.62094930378255E-7  
  50584    7.62108490102654E-7   7.62108490102654E-7  
  50586    7.62122049532186E-7   7.62122049532186E-7  
  50588    7.6213560866687E-7    7.6213560866687E-7   
  50590    7.62149167506724E-7   7.62149167506724E-7  
  50592    7.62162726051765E-7   7.62162726051765E-7  
  50594    7.62176284302012E-7   7.62176284302012E-7  
  50596    7.62189842257482E-7   7.62189842257482E-7  
  50598    7.62203399918194E-7   7.62203399918194E-7  
  50600    7.62216957284166E-7   7.62216957284166E-7  
  50602    7.62230514355416E-7   7.62230514355416E-7  
  50604    7.62244071131961E-7   7.62244071131961E-7  
  50606    7.62257627613821E-7   7.62257627613821E-7  
  50608    7.62271183801013E-7   7.62271183801013E-7  
  50610    7.62284739693555E-7   7.62284739693555E-7  
  50612    7.62298295291464E-7   7.62298295291464E-7  
  50614    7.6231185059476E-7    7.6231185059476E-7   
  50616    7.62325405603461E-7   7.62325405603461E-7  
  50618    7.62338960317583E-7   7.62338960317583E-7  
  50620    7.62352514737146E-7   7.62352514737146E-7  
  50622    7.62366068862167E-7   7.62366068862167E-7  
  50624    7.62379622692664E-7   7.62379622692664E-7  
  50626    7.62393176228656E-7   7.62393176228656E-7  
  50628    7.6240672947016E-7    7.6240672947016E-7   
  50630    7.62420282417195E-7   7.62420282417195E-7  
  50632    7.62433835069778E-7   7.62433835069778E-7  
  50634    7.62447387427928E-7   7.62447387427928E-7  
  50636    7.62460939491662E-7   7.62460939491662E-7  
  50638    7.62474491260999E-7   7.62474491260999E-7  
  50640    7.62488042735956E-7   7.62488042735956E-7  
  50642    7.62501593916553E-7   7.62501593916553E-7  
  50644    7.62515144802805E-7   7.62515144802805E-7  
  50646    7.62528695394732E-7   7.62528695394732E-7  
  50648    7.62542245692352E-7   7.62542245692352E-7  
  50650    7.62555795695683E-7   7.62555795695683E-7  
  50652    7.62569345404743E-7   7.62569345404743E-7  
  50654    7.62582894819549E-7   7.62582894819549E-7  
  50656    7.62596443940119E-7   7.62596443940119E-7  
  50658    7.62609992766473E-7   7.62609992766473E-7  
  50660    7.62623541298627E-7   7.62623541298627E-7  
  50662    7.626370895366E-7     7.626370895366E-7    
  50664    7.6265063748041E-7    7.6265063748041E-7   
  50666    7.62664185130074E-7   7.62664185130074E-7  
  50668    7.62677732485611E-7   7.62677732485611E-7  
  50670    7.62691279547039E-7   7.62691279547039E-7  
  50672    7.62704826314375E-7   7.62704826314375E-7  
  50674    7.62718372787639E-7   7.62718372787639E-7  
  50676    7.62731918966847E-7   7.62731918966847E-7  
  50678    7.62745464852017E-7   7.62745464852017E-7  
  50680    7.62759010443168E-7   7.62759010443168E-7  
  50682    7.62772555740318E-7   7.62772555740318E-7  
  50684    7.62786100743485E-7   7.62786100743485E-7  
  50686    7.62799645452686E-7   7.62799645452686E-7  
  50688    7.6281318986794E-7    7.6281318986794E-7   
  50690    7.62826733989264E-7   7.62826733989264E-7  
  50692    7.62840277816677E-7   7.62840277816677E-7  
  50694    7.62853821350196E-7   7.62853821350196E-7  
  50696    7.6286736458984E-7    7.6286736458984E-7   
  50698    7.62880907535626E-7   7.62880907535626E-7  
  50700    7.62894450187573E-7   7.62894450187573E-7  
  50702    7.62907992545698E-7   7.62907992545698E-7  
  50704    7.6292153461002E-7    7.6292153461002E-7   
  50706    7.62935076380555E-7   7.62935076380555E-7  
  50708    7.62948617857323E-7   7.62948617857323E-7  
  50710    7.62962159040342E-7   7.62962159040342E-7  
  50712    7.62975699929628E-7   7.62975699929628E-7  
  50714    7.62989240525201E-7   7.62989240525201E-7  
  50716    7.63002780827078E-7   7.63002780827078E-7  
  50718    7.63016320835276E-7   7.63016320835276E-7  
  50720    7.63029860549815E-7   7.63029860549815E-7  
  50722    7.63043399970712E-7   7.63043399970712E-7  
  50724    7.63056939097985E-7   7.63056939097985E-7  
  50726    7.63070477931651E-7   7.63070477931651E-7  
  50728    7.6308401647173E-7    7.6308401647173E-7   
  50730    7.63097554718238E-7   7.63097554718238E-7  
  50732    7.63111092671193E-7   7.63111092671193E-7  
  50734    7.63124630330615E-7   7.63124630330615E-7  
  50736    7.63138167696519E-7   7.63138167696519E-7  
  50738    7.63151704768926E-7   7.63151704768926E-7  
  50740    7.63165241547851E-7   7.63165241547851E-7  
  50742    7.63178778033315E-7   7.63178778033315E-7  
  50744    7.63192314225333E-7   7.63192314225333E-7  
  50746    7.63205850123925E-7   7.63205850123925E-7  
  50748    7.63219385729107E-7   7.63219385729107E-7  
  50750    7.63232921040899E-7   7.63232921040899E-7  
  50752    7.63246456059318E-7   7.63246456059318E-7  
  50754    7.63259990784381E-7   7.63259990784381E-7  
  50756    7.63273525216107E-7   7.63273525216107E-7  
  50758    7.63287059354515E-7   7.63287059354515E-7  
  50760    7.6330059319962E-7    7.6330059319962E-7   
  50762    7.63314126751443E-7   7.63314126751443E-7  
  50764    7.63327660009999E-7   7.63327660009999E-7  
  50766    7.63341192975308E-7   7.63341192975308E-7  
  50768    7.63354725647388E-7   7.63354725647388E-7  
  50770    7.63368258026255E-7   7.63368258026255E-7  
  50772    7.63381790111929E-7   7.63381790111929E-7  
  50774    7.63395321904426E-7   7.63395321904426E-7  
  50776    7.63408853403766E-7   7.63408853403766E-7  
  50778    7.63422384609965E-7   7.63422384609965E-7  
  50780    7.63435915523042E-7   7.63435915523042E-7  
  50782    7.63449446143014E-7   7.63449446143014E-7  
  50784    7.634629764699E-7     7.634629764699E-7    
  50786    7.63476506503717E-7   7.63476506503717E-7  
  50788    7.63490036244484E-7   7.63490036244484E-7  
  50790    7.63503565692217E-7   7.63503565692217E-7  
  50792    7.63517094846936E-7   7.63517094846936E-7  
  50794    7.63530623708658E-7   7.63530623708658E-7  
  50796    7.635441522774E-7     7.635441522774E-7    
  50798    7.63557680553181E-7   7.63557680553181E-7  
  50800    7.63571208536018E-7   7.63571208536018E-7  
  50802    7.6358473622593E-7    7.6358473622593E-7   
  50804    7.63598263622934E-7   7.63598263622934E-7  
  50806    7.63611790727049E-7   7.63611790727049E-7  
  50808    7.63625317538291E-7   7.63625317538291E-7  
  50810    7.63638844056679E-7   7.63638844056679E-7  
  50812    7.63652370282231E-7   7.63652370282231E-7  
  50814    7.63665896214965E-7   7.63665896214965E-7  
  50816    7.63679421854898E-7   7.63679421854898E-7  
  50818    7.63692947202049E-7   7.63692947202049E-7  
  50820    7.63706472256434E-7   7.63706472256434E-7  
  50822    7.63719997018073E-7   7.63719997018073E-7  
  50824    7.63733521486983E-7   7.63733521486983E-7  
  50826    7.63747045663181E-7   7.63747045663181E-7  
  50828    7.63760569546686E-7   7.63760569546686E-7  
  50830    7.63774093137516E-7   7.63774093137516E-7  
  50832    7.63787616435688E-7   7.63787616435688E-7  
  50834    7.6380113944122E-7    7.6380113944122E-7   
  50836    7.6381466215413E-7    7.6381466215413E-7   
  50838    7.63828184574436E-7   7.63828184574436E-7  
  50840    7.63841706702156E-7   7.63841706702156E-7  
  50842    7.63855228537307E-7   7.63855228537307E-7  
  50844    7.63868750079908E-7   7.63868750079908E-7  
  50846    7.63882271329976E-7   7.63882271329976E-7  
  50848    7.63895792287529E-7   7.63895792287529E-7  
  50850    7.63909312952585E-7   7.63909312952585E-7  
  50852    7.63922833325162E-7   7.63922833325162E-7  
  50854    7.63936353405277E-7   7.63936353405277E-7  
  50856    7.63949873192948E-7   7.63949873192948E-7  
  50858    7.63963392688194E-7   7.63963392688194E-7  
  50860    7.63976911891032E-7   7.63976911891032E-7  
  50862    7.6399043080148E-7    7.6399043080148E-7   
  50864    7.64003949419555E-7   7.64003949419555E-7  
  50866    7.64017467745276E-7   7.64017467745276E-7  
  50868    7.64030985778661E-7   7.64030985778661E-7  
  50870    7.64044503519726E-7   7.64044503519726E-7  
  50872    7.6405802096849E-7    7.6405802096849E-7   
  50874    7.64071538124971E-7   7.64071538124971E-7  
  50876    7.64085054989187E-7   7.64085054989187E-7  
  50878    7.64098571561155E-7   7.64098571561155E-7  
  50880    7.64112087840893E-7   7.64112087840893E-7  
  50882    7.64125603828419E-7   7.64125603828419E-7  
  50884    7.64139119523751E-7   7.64139119523751E-7  
  50886    7.64152634926907E-7   7.64152634926907E-7  
  50888    7.64166150037904E-7   7.64166150037904E-7  
  50890    7.6417966485676E-7    7.6417966485676E-7   
  50892    7.64193179383493E-7   7.64193179383493E-7  
  50894    7.64206693618121E-7   7.64206693618121E-7  
  50896    7.64220207560662E-7   7.64220207560662E-7  
  50898    7.64233721211133E-7   7.64233721211133E-7  
  50900    7.64247234569552E-7   7.64247234569552E-7  
  50902    7.64260747635937E-7   7.64260747635937E-7  
  50904    7.64274260410306E-7   7.64274260410306E-7  
  50906    7.64287772892676E-7   7.64287772892676E-7  
  50908    7.64301285083065E-7   7.64301285083065E-7  
  50910    7.64314796981492E-7   7.64314796981492E-7  
  50912    7.64328308587974E-7   7.64328308587974E-7  
  50914    7.64341819902528E-7   7.64341819902528E-7  
  50916    7.64355330925172E-7   7.64355330925172E-7  
  50918    7.64368841655925E-7   7.64368841655925E-7  
  50920    7.64382352094803E-7   7.64382352094803E-7  
  50922    7.64395862241826E-7   7.64395862241826E-7  
  50924    7.64409372097009E-7   7.64409372097009E-7  
  50926    7.64422881660372E-7   7.64422881660372E-7  
  50928    7.64436390931932E-7   7.64436390931932E-7  
  50930    7.64449899911707E-7   7.64449899911707E-7  
  50932    7.64463408599714E-7   7.64463408599714E-7  
  50934    7.64476916995972E-7   7.64476916995972E-7  
  50936    7.64490425100498E-7   7.64490425100498E-7  
  50938    7.64503932913309E-7   7.64503932913309E-7  
  50940    7.64517440434424E-7   7.64517440434424E-7  
  50942    7.6453094766386E-7    7.6453094766386E-7   
  50944    7.64544454601636E-7   7.64544454601636E-7  
  50946    7.64557961247768E-7   7.64557961247768E-7  
  50948    7.64571467602275E-7   7.64571467602275E-7  
  50950    7.64584973665174E-7   7.64584973665174E-7  
  50952    7.64598479436483E-7   7.64598479436483E-7  
  50954    7.64611984916219E-7   7.64611984916219E-7  
  50956    7.64625490104402E-7   7.64625490104402E-7  
  50958    7.64638995001047E-7   7.64638995001047E-7  
  50960    7.64652499606174E-7   7.64652499606174E-7  
  50962    7.64666003919799E-7   7.64666003919799E-7  
  50964    7.64679507941941E-7   7.64679507941941E-7  
  50966    7.64693011672617E-7   7.64693011672617E-7  
  50968    7.64706515111845E-7   7.64706515111845E-7  
  50970    7.64720018259642E-7   7.64720018259642E-7  
  50972    7.64733521116027E-7   7.64733521116027E-7  
  50974    7.64747023681017E-7   7.64747023681017E-7  
  50976    7.64760525954629E-7   7.64760525954629E-7  
  50978    7.64774027936883E-7   7.64774027936883E-7  
  50980    7.64787529627794E-7   7.64787529627794E-7  
  50982    7.64801031027381E-7   7.64801031027381E-7  
  50984    7.64814532135662E-7   7.64814532135662E-7  
  50986    7.64828032952655E-7   7.64828032952655E-7  
  50988    7.64841533478377E-7   7.64841533478377E-7  
  50990    7.64855033712845E-7   7.64855033712845E-7  
  50992    7.64868533656078E-7   7.64868533656078E-7  
  50994    7.64882033308093E-7   7.64882033308093E-7  
  50996    7.64895532668908E-7   7.64895532668908E-7  
  50998    7.6490903173854E-7    7.6490903173854E-7   
  51000    7.64922530517008E-7   7.64922530517008E-7  
  51002    7.64936029004329E-7   7.64936029004329E-7  
  51004    7.64949527200521E-7   7.64949527200521E-7  
  51006    7.64963025105601E-7   7.64963025105601E-7  
  51008    7.64976522719587E-7   7.64976522719587E-7  
  51010    7.64990020042497E-7   7.64990020042497E-7  
  51012    7.65003517074348E-7   7.65003517074348E-7  
  51014    7.65017013815159E-7   7.65017013815159E-7  
  51016    7.65030510264946E-7   7.65030510264946E-7  
  51018    7.65044006423728E-7   7.65044006423728E-7  
  51020    7.65057502291523E-7   7.65057502291523E-7  
  51022    7.65070997868347E-7   7.65070997868347E-7  
  51024    7.65084493154218E-7   7.65084493154218E-7  
  51026    7.65097988149155E-7   7.65097988149155E-7  
  51028    7.65111482853175E-7   7.65111482853175E-7  
  51030    7.65124977266296E-7   7.65124977266296E-7  
  51032    7.65138471388534E-7   7.65138471388534E-7  
  51034    7.65151965219909E-7   7.65151965219909E-7  
  51036    7.65165458760437E-7   7.65165458760437E-7  
  51038    7.65178952010137E-7   7.65178952010137E-7  
  51040    7.65192444969026E-7   7.65192444969026E-7  
  51042    7.65205937637121E-7   7.65205937637121E-7  
  51044    7.6521943001444E-7    7.6521943001444E-7   
  51046    7.65232922101001E-7   7.65232922101001E-7  
  51048    7.65246413896822E-7   7.65246413896822E-7  
  51050    7.6525990540192E-7    7.6525990540192E-7   
  51052    7.65273396616313E-7   7.65273396616313E-7  
  51054    7.65286887540019E-7   7.65286887540019E-7  
  51056    7.65300378173055E-7   7.65300378173055E-7  
  51058    7.65313868515438E-7   7.65313868515438E-7  
  51060    7.65327358567187E-7   7.65327358567187E-7  
  51062    7.6534084832832E-7    7.6534084832832E-7   
  51064    7.65354337798853E-7   7.65354337798853E-7  
  51066    7.65367826978804E-7   7.65367826978804E-7  
  51068    7.65381315868192E-7   7.65381315868192E-7  
  51070    7.65394804467033E-7   7.65394804467033E-7  
  51072    7.65408292775345E-7   7.65408292775345E-7  
  51074    7.65421780793147E-7   7.65421780793147E-7  
  51076    7.65435268520455E-7   7.65435268520455E-7  
  51078    7.65448755957287E-7   7.65448755957287E-7  
  51080    7.65462243103661E-7   7.65462243103661E-7  
  51082    7.65475729959595E-7   7.65475729959595E-7  
  51084    7.65489216525106E-7   7.65489216525106E-7  
  51086    7.65502702800211E-7   7.65502702800211E-7  
  51088    7.65516188784929E-7   7.65516188784929E-7  
  51090    7.65529674479277E-7   7.65529674479277E-7  
  51092    7.65543159883273E-7   7.65543159883273E-7  
  51094    7.65556644996934E-7   7.65556644996934E-7  
  51096    7.65570129820277E-7   7.65570129820277E-7  
  51098    7.65583614353321E-7   7.65583614353321E-7  
  51100    7.65597098596083E-7   7.65597098596083E-7  
  51102    7.65610582548581E-7   7.65610582548581E-7  
  51104    7.65624066210832E-7   7.65624066210832E-7  
  51106    7.65637549582854E-7   7.65637549582854E-7  
  51108    7.65651032664664E-7   7.65651032664664E-7  
  51110    7.6566451545628E-7    7.6566451545628E-7   
  51112    7.65677997957721E-7   7.65677997957721E-7  
  51114    7.65691480169002E-7   7.65691480169002E-7  
  51116    7.65704962090142E-7   7.65704962090142E-7  
  51118    7.65718443721159E-7   7.65718443721159E-7  
  51120    7.6573192506207E-7    7.6573192506207E-7   
  51122    7.65745406112892E-7   7.65745406112892E-7  
  51124    7.65758886873644E-7   7.65758886873644E-7  
  51126    7.65772367344343E-7   7.65772367344343E-7  
  51128    7.65785847525006E-7   7.65785847525006E-7  
  51130    7.65799327415651E-7   7.65799327415651E-7  
  51132    7.65812807016296E-7   7.65812807016296E-7  
  51134    7.65826286326958E-7   7.65826286326958E-7  
  51136    7.65839765347654E-7   7.65839765347654E-7  
  51138    7.65853244078403E-7   7.65853244078403E-7  
  51140    7.65866722519222E-7   7.65866722519222E-7  
  51142    7.65880200670129E-7   7.65880200670129E-7  
  51144    7.6589367853114E-7    7.6589367853114E-7   
  51146    7.65907156102274E-7   7.65907156102274E-7  
  51148    7.65920633383549E-7   7.65920633383549E-7  
  51150    7.65934110374981E-7   7.65934110374981E-7  
  51152    7.65947587076588E-7   7.65947587076588E-7  
  51154    7.65961063488388E-7   7.65961063488388E-7  
  51156    7.65974539610399E-7   7.65974539610399E-7  
  51158    7.65988015442638E-7   7.65988015442638E-7  
  51160    7.66001490985123E-7   7.66001490985123E-7  
  51162    7.6601496623787E-7    7.6601496623787E-7   
  51164    7.66028441200899E-7   7.66028441200899E-7  
  51166    7.66041915874225E-7   7.66041915874225E-7  
  51168    7.66055390257867E-7   7.66055390257867E-7  
  51170    7.66068864351843E-7   7.66068864351843E-7  
  51172    7.6608233815617E-7    7.6608233815617E-7   
  51174    7.66095811670865E-7   7.66095811670865E-7  
  51176    7.66109284895946E-7   7.66109284895946E-7  
  51178    7.66122757831431E-7   7.66122757831431E-7  
  51180    7.66136230477336E-7   7.66136230477336E-7  
  51182    7.66149702833681E-7   7.66149702833681E-7  
  51184    7.66163174900481E-7   7.66163174900481E-7  
  51186    7.66176646677755E-7   7.66176646677755E-7  
  51188    7.66190118165521E-7   7.66190118165521E-7  
  51190    7.66203589363795E-7   7.66203589363795E-7  
  51192    7.66217060272596E-7   7.66217060272596E-7  
  51194    7.6623053089194E-7    7.6623053089194E-7   
  51196    7.66244001221846E-7   7.66244001221846E-7  
  51198    7.6625747126233E-7    7.6625747126233E-7   
  51200    7.66270941013411E-7   7.66270941013411E-7  
  51202    7.66284410475106E-7   7.66284410475106E-7  
  51204    7.66297879647432E-7   7.66297879647432E-7  
  51206    7.66311348530408E-7   7.66311348530408E-7  
  51208    7.66324817124049E-7   7.66324817124049E-7  
  51210    7.66338285428375E-7   7.66338285428375E-7  
  51212    7.66351753443403E-7   7.66351753443403E-7  
  51214    7.66365221169149E-7   7.66365221169149E-7  
  51216    7.66378688605632E-7   7.66378688605632E-7  
  51218    7.66392155752869E-7   7.66392155752869E-7  
  51220    7.66405622610877E-7   7.66405622610877E-7  
  51222    7.66419089179675E-7   7.66419089179675E-7  
  51224    7.66432555459278E-7   7.66432555459278E-7  
  51226    7.66446021449707E-7   7.66446021449707E-7  
  51228    7.66459487150976E-7   7.66459487150976E-7  
  51230    7.66472952563105E-7   7.66472952563105E-7  
  51232    7.6648641768611E-7    7.6648641768611E-7   
  51234    7.66499882520009E-7   7.66499882520009E-7  
  51236    7.6651334706482E-7    7.6651334706482E-7   
  51238    7.6652681132056E-7    7.6652681132056E-7   
  51240    7.66540275287247E-7   7.66540275287247E-7  
  51242    7.66553738964897E-7   7.66553738964897E-7  
  51244    7.66567202353529E-7   7.66567202353529E-7  
  51246    7.6658066545316E-7    7.6658066545316E-7   
  51248    7.66594128263807E-7   7.66594128263807E-7  
  51250    7.66607590785488E-7   7.66607590785488E-7  
  51252    7.66621053018221E-7   7.66621053018221E-7  
  51254    7.66634514962022E-7   7.66634514962022E-7  
  51256    7.6664797661691E-7    7.6664797661691E-7   
  51258    7.66661437982902E-7   7.66661437982902E-7  
  51260    7.66674899060015E-7   7.66674899060015E-7  
  51262    7.66688359848267E-7   7.66688359848267E-7  
  51264    7.66701820347675E-7   7.66701820347675E-7  
  51266    7.66715280558257E-7   7.66715280558257E-7  
  51268    7.6672874048003E-7    7.6672874048003E-7   
  51270    7.66742200113012E-7   7.66742200113012E-7  
  51272    7.66755659457219E-7   7.66755659457219E-7  
  51274    7.66769118512671E-7   7.66769118512671E-7  
  51276    7.66782577279383E-7   7.66782577279383E-7  
  51278    7.66796035757374E-7   7.66796035757374E-7  
  51280    7.66809493946661E-7   7.66809493946661E-7  
  51282    7.66822951847261E-7   7.66822951847261E-7  
  51284    7.66836409459192E-7   7.66836409459192E-7  
  51286    7.66849866782471E-7   7.66849866782471E-7  
  51288    7.66863323817116E-7   7.66863323817116E-7  
  51290    7.66876780563144E-7   7.66876780563144E-7  
  51292    7.66890237020573E-7   7.66890237020573E-7  
  51294    7.6690369318942E-7    7.6690369318942E-7   
  51296    7.66917149069703E-7   7.66917149069703E-7  
  51298    7.66930604661438E-7   7.66930604661438E-7  
  51300    7.66944059964644E-7   7.66944059964644E-7  
  51302    7.66957514979337E-7   7.66957514979337E-7  
  51304    7.66970969705536E-7   7.66970969705536E-7  
  51306    7.66984424143258E-7   7.66984424143258E-7  
  51308    7.66997878292519E-7   7.66997878292519E-7  
  51310    7.67011332153338E-7   7.67011332153338E-7  
  51312    7.67024785725732E-7   7.67024785725732E-7  
  51314    7.67038239009719E-7   7.67038239009719E-7  
  51316    7.67051692005315E-7   7.67051692005315E-7  
  51318    7.67065144712539E-7   7.67065144712539E-7  
  51320    7.67078597131407E-7   7.67078597131407E-7  
  51322    7.67092049261938E-7   7.67092049261938E-7  
  51324    7.67105501104147E-7   7.67105501104147E-7  
  51326    7.67118952658054E-7   7.67118952658054E-7  
  51328    7.67132403923675E-7   7.67132403923675E-7  
  51330    7.67145854901028E-7   7.67145854901028E-7  
  51332    7.6715930559013E-7    7.6715930559013E-7   
  51334    7.67172755990998E-7   7.67172755990998E-7  
  51336    7.67186206103651E-7   7.67186206103651E-7  
  51338    7.67199655928104E-7   7.67199655928104E-7  
  51340    7.67213105464377E-7   7.67213105464377E-7  
  51342    7.67226554712486E-7   7.67226554712486E-7  
  51344    7.67240003672448E-7   7.67240003672448E-7  
  51346    7.67253452344281E-7   7.67253452344281E-7  
  51348    7.67266900728003E-7   7.67266900728003E-7  
  51350    7.6728034882363E-7    7.6728034882363E-7   
  51352    7.67293796631181E-7   7.67293796631181E-7  
  51354    7.67307244150672E-7   7.67307244150672E-7  
  51356    7.67320691382121E-7   7.67320691382121E-7  
  51358    7.67334138325545E-7   7.67334138325545E-7  
  51360    7.67347584980962E-7   7.67347584980962E-7  
  51362    7.67361031348389E-7   7.67361031348389E-7  
  51364    7.67374477427843E-7   7.67374477427843E-7  
  51366    7.67387923219342E-7   7.67387923219342E-7  
  51368    7.67401368722904E-7   7.67401368722904E-7  
  51370    7.67414813938545E-7   7.67414813938545E-7  
  51372    7.67428258866283E-7   7.67428258866283E-7  
  51374    7.67441703506135E-7   7.67441703506135E-7  
  51376    7.6745514785812E-7    7.6745514785812E-7   
  51378    7.67468591922253E-7   7.67468591922253E-7  
  51380    7.67482035698552E-7   7.67482035698552E-7  
  51382    7.67495479187036E-7   7.67495479187036E-7  
  51384    7.6750892238772E-7    7.6750892238772E-7   
  51386    7.67522365300624E-7   7.67522365300624E-7  
  51388    7.67535807925763E-7   7.67535807925763E-7  
  51390    7.67549250263155E-7   7.67549250263155E-7  
  51392    7.67562692312818E-7   7.67562692312818E-7  
  51394    7.67576134074769E-7   7.67576134074769E-7  
  51396    7.67589575549025E-7   7.67589575549025E-7  
  51398    7.67603016735604E-7   7.67603016735604E-7  
  51400    7.67616457634523E-7   7.67616457634523E-7  
  51402    7.67629898245799E-7   7.67629898245799E-7  
  51404    7.6764333856945E-7    7.6764333856945E-7   
  51406    7.67656778605494E-7   7.67656778605494E-7  
  51408    7.67670218353946E-7   7.67670218353946E-7  
  51410    7.67683657814825E-7   7.67683657814825E-7  
  51412    7.67697096988149E-7   7.67697096988149E-7  
  51414    7.67710535873934E-7   7.67710535873934E-7  
  51416    7.67723974472197E-7   7.67723974472197E-7  
  51418    7.67737412782957E-7   7.67737412782957E-7  
  51420    7.6775085080623E-7    7.6775085080623E-7   
  51422    7.67764288542034E-7   7.67764288542034E-7  
  51424    7.67777725990386E-7   7.67777725990386E-7  
  51426    7.67791163151304E-7   7.67791163151304E-7  
  51428    7.67804600024804E-7   7.67804600024804E-7  
  51430    7.67818036610905E-7   7.67818036610905E-7  
  51432    7.67831472909622E-7   7.67831472909622E-7  
  51434    7.67844908920975E-7   7.67844908920975E-7  
  51436    7.67858344644979E-7   7.67858344644979E-7  
  51438    7.67871780081653E-7   7.67871780081653E-7  
  51440    7.67885215231014E-7   7.67885215231014E-7  
  51442    7.67898650093079E-7   7.67898650093079E-7  
  51444    7.67912084667865E-7   7.67912084667865E-7  
  51446    7.67925518955389E-7   7.67925518955389E-7  
  51448    7.67938952955669E-7   7.67938952955669E-7  
  51450    7.67952386668723E-7   7.67952386668723E-7  
  51452    7.67965820094567E-7   7.67965820094567E-7  
  51454    7.6797925323322E-7    7.6797925323322E-7   
  51456    7.67992686084697E-7   7.67992686084697E-7  
  51458    7.68006118649017E-7   7.68006118649017E-7  
  51460    7.68019550926196E-7   7.68019550926196E-7  
  51462    7.68032982916253E-7   7.68032982916253E-7  
  51464    7.68046414619203E-7   7.68046414619203E-7  
  51466    7.68059846035066E-7   7.68059846035066E-7  
  51468    7.68073277163857E-7   7.68073277163857E-7  
  51470    7.68086708005595E-7   7.68086708005595E-7  
  51472    7.68100138560296E-7   7.68100138560296E-7  
  51474    7.68113568827978E-7   7.68113568827978E-7  
  51476    7.68126998808658E-7   7.68126998808658E-7  
  51478    7.68140428502354E-7   7.68140428502354E-7  
  51480    7.68153857909082E-7   7.68153857909082E-7  
  51482    7.6816728702886E-7    7.6816728702886E-7   
  51484    7.68180715861705E-7   7.68180715861705E-7  
  51486    7.68194144407635E-7   7.68194144407635E-7  
  51488    7.68207572666666E-7   7.68207572666666E-7  
  51490    7.68221000638817E-7   7.68221000638817E-7  
  51492    7.68234428324103E-7   7.68234428324103E-7  
  51494    7.68247855722544E-7   7.68247855722544E-7  
  51496    7.68261282834155E-7   7.68261282834155E-7  
  51498    7.68274709658954E-7   7.68274709658954E-7  
  51500    7.68288136196959E-7   7.68288136196959E-7  
  51502    7.68301562448186E-7   7.68301562448186E-7  
  51504    7.68314988412654E-7   7.68314988412654E-7  
  51506    7.68328414090378E-7   7.68328414090378E-7  
  51508    7.68341839481377E-7   7.68341839481377E-7  
  51510    7.68355264585667E-7   7.68355264585667E-7  
  51512    7.68368689403267E-7   7.68368689403267E-7  
  51514    7.68382113934192E-7   7.68382113934192E-7  
  51516    7.68395538178462E-7   7.68395538178462E-7  
  51518    7.68408962136091E-7   7.68408962136091E-7  
  51520    7.68422385807099E-7   7.68422385807099E-7  
  51522    7.68435809191502E-7   7.68435809191502E-7  
  51524    7.68449232289317E-7   7.68449232289317E-7  
  51526    7.68462655100562E-7   7.68462655100562E-7  
  51528    7.68476077625254E-7   7.68476077625254E-7  
  51530    7.6848949986341E-7    7.6848949986341E-7   
  51532    7.68502921815047E-7   7.68502921815047E-7  
  51534    7.68516343480183E-7   7.68516343480183E-7  
  51536    7.68529764858835E-7   7.68529764858835E-7  
  51538    7.6854318595102E-7    7.6854318595102E-7   
  51540    7.68556606756755E-7   7.68556606756755E-7  
  51542    7.68570027276058E-7   7.68570027276058E-7  
  51544    7.68583447508945E-7   7.68583447508945E-7  
  51546    7.68596867455435E-7   7.68596867455435E-7  
  51548    7.68610287115544E-7   7.68610287115544E-7  
  51550    7.68623706489289E-7   7.68623706489289E-7  
  51552    7.68637125576688E-7   7.68637125576688E-7  
  51554    7.68650544377757E-7   7.68650544377757E-7  
  51556    7.68663962892515E-7   7.68663962892515E-7  
  51558    7.68677381120978E-7   7.68677381120978E-7  
  51560    7.68690799063164E-7   7.68690799063164E-7  
  51562    7.6870421671909E-7    7.6870421671909E-7   
  51564    7.68717634088772E-7   7.68717634088772E-7  
  51566    7.68731051172228E-7   7.68731051172228E-7  
  51568    7.68744467969476E-7   7.68744467969476E-7  
  51570    7.68757884480533E-7   7.68757884480533E-7  
  51572    7.68771300705415E-7   7.68771300705415E-7  
  51574    7.6878471664414E-7    7.6878471664414E-7   
  51576    7.68798132296726E-7   7.68798132296726E-7  
  51578    7.68811547663188E-7   7.68811547663188E-7  
  51580    7.68824962743546E-7   7.68824962743546E-7  
  51582    7.68838377537815E-7   7.68838377537815E-7  
  51584    7.68851792046013E-7   7.68851792046013E-7  
  51586    7.68865206268157E-7   7.68865206268157E-7  
  51588    7.68878620204265E-7   7.68878620204265E-7  
