Name apply_corrections
SDSS.u        True
SDSS.g        True
SDSS.r        True
SDSS.i        True
SDSS.z        True
2MASS.J       True
2MASS.H       True
2MASS.K       True
GALEX.FUV     True
GALEX.NUV     True
IRAC.I1       True
IRAC.I2       True
IRAC.I3       False
IRAC.I4       False
UKIDSS.Y      True
UKIDSS.J      True
UKIDSS.H      True
UKIDSS.K      True
W1            True
W2            True
W3            False
W4            False
